slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,is_combined_totalsslug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
gallola01,Langston Galloway,SHOOTING GUARD,28,DETROIT PISTONS,66,1702,12.3,0.584,0.611,0.157,2.2,7.8,5.0,8.8,1.4,0.5,6.5,15.9,2.4,0.7,3.1,0.087,0.0,-0.9,-0.8,0.5,Falsegallola01,Langston Galloway,SHOOTING GUARD,28,DETROIT PISTONS,66,6,1702,236,542,132,331,73,85,33,116,101,48,11,40,96,677
garlada01,Darius Garland,SHOOTING GUARD,20,CLEVELAND CAVALIERS,59,1824,8.5,0.498,0.423,0.103,1.6,5.2,3.4,18.5,1.1,0.2,17.1,20.7,-1.3,0.0,-1.3,-0.034,-2.7,-2.8,-5.6,-1.7,Falsegarlada01,Darius Garland,SHOOTING GUARD,20,CLEVELAND CAVALIERS,59,59,1824,280,699,105,296,63,72,27,84,229,42,4,151,92,728
gasolma01,Marc Gasol,CENTER,35,TORONTO RAPTORS,44,1161,11.8,0.551,0.53,0.176,2.9,21.7,12.5,17.3,1.4,3.2,16.4,13.2,0.8,2.2,3.0,0.124,-1.2,2.8,1.6,1.1,Falsegasolma01,Marc Gasol,CENTER,35,TORONTO RAPTORS,44,43,1161,119,279,57,148,36,49,31,244,147,34,38,59,124,331
gayru01,Rudy Gay,POWER FORWARD,33,SAN ANTONIO SPURS,67,1461,15.4,0.553,0.369,0.228,4.5,22.2,13.4,11.3,1.1,2.0,11.8,22.0,0.9,1.1,2.1,0.068,0.0,-0.9,-0.8,0.4,Falsegayru01,Rudy Gay,POWER FORWARD,33,SAN ANTONIO SPURS,67,5,1461,266,596,74,220,120,136,61,301,114,35,33,88,103,726
georgpa01,Paul George,SHOOTING GUARD,29,LOS ANGELES CLIPPERS,48,1419,21.1,0.589,0.487,0.277,1.8,17.7,10.0,21.1,2.3,1.2,12.5,29.6,2.5,2.3,4.8,0.161,3.8,1.1,4.9,2.5,Falsegeorgpa01,Paul George,SHOOTING GUARD,29,LOS ANGELES CLIPPERS,48,48,1419,343,782,157,381,190,217,24,248,185,68,20,125,113,1033
gibsota01,Taj Gibson,CENTER,34,NEW YORK KNICKS,62,1025,16.1,0.61,0.049,0.196,11.2,16.7,13.9,7.6,1.3,2.8,13.1,14.8,1.8,0.8,2.6,0.12,-0.8,-0.3,-1.1,0.2,Falsegibsota01,Taj Gibson,CENTER,34,NEW YORK KNICKS,62,56,1025,167,286,4,14,41,56,111,156,52,27,30,47,122,379
gilesha01,Harry Giles,CENTER,21,SACRAMENTO KINGS,46,667,16.4,0.58,0.008,0.195,7.1,25.1,15.9,14.2,1.6,2.6,13.9,20.6,0.8,0.8,1.6,0.112,-2.2,0.9,-1.3,0.1,Falsegilesha01,Harry Giles,CENTER,21,SACRAMENTO KINGS,46,17,667,139,251,0,2,38,49,43,145,60,22,18,44,119,316
gilgesh01,Shai Gilgeous-Alexander,SHOOTING GUARD,21,OKLAHOMA CITY THUNDER,70,2428,17.7,0.568,0.247,0.352,2.2,16.1,9.4,15.2,1.6,1.7,10.3,23.7,3.1,3.0,6.1,0.121,1.3,0.4,1.7,2.2,Falsegilgesh01,Shai Gilgeous-Alexander,SHOOTING GUARD,21,OKLAHOMA CITY THUNDER,70,70,2428,478,1015,87,251,288,357,47,365,232,79,47,134,117,1331
goberru01,Rudy Gobert,CENTER,27,UTAH JAZZ,68,2333,21.7,0.699,0.0,0.724,11.2,31.3,21.6,6.5,1.1,4.8,15.0,16.2,6.5,4.2,10.7,0.221,1.7,1.9,3.6,3.3,Falsegoberru01,Rudy Gobert,CENTER,27,UTAH JAZZ,68,68,2333,386,557,0,0,254,403,230,686,101,51,135,130,215,1026
goodwbr01,Brandon Goodwin,POINT GUARD,24,ATLANTA HAWKS,34,430,11.6,0.507,0.458,0.158,2.7,15.5,9.0,18.0,1.3,0.8,12.5,22.4,-0.1,0.2,0.1,0.013,-1.6,-1.3,-2.9,-0.1,Falsegoodwbr01,Brandon Goodwin,POINT GUARD,24,ATLANTA HAWKS,34,1,430,76,190,26,87,28,30,11,61,51,12,4,29,43,206
gordoaa01,Aaron Gordon,POWER FORWARD,24,ORLANDO MAGIC,62,2017,15.1,0.516,0.309,0.292,5.5,20.3,12.7,17.4,1.2,1.7,10.4,20.7,1.4,2.3,3.7,0.087,-0.1,0.1,0.0,1.0,Falsegordoaa01,Aaron Gordon,POWER FORWARD,24,ORLANDO MAGIC,62,62,2017,335,767,73,237,151,224,107,368,228,51,39,100,125,894
gordoer01,Eric Gordon,SMALL FORWARD,31,HOUSTON ROCKETS,36,1016,10.3,0.51,0.654,0.231,0.9,6.5,3.7,7.9,1.0,1.1,7.8,22.5,-0.1,0.6,0.5,0.024,-1.8,-2.1,-3.9,-0.5,Falsegordoer01,Eric Gordon,SMALL FORWARD,31,HOUSTON ROCKETS,36,15,1016,171,463,96,303,82,107,9,62,54,23,13,43,70,520
grahade01,Devonte' Graham,POINT GUARD,24,CHARLOTTE HORNETS,63,2211,15.8,0.537,0.607,0.242,2.0,8.7,5.2,35.3,1.4,0.6,14.5,24.8,2.4,0.9,3.4,0.073,2.5,-2.1,0.5,1.4,Falsegrahade01,Devonte' Graham,POINT GUARD,24,CHARLOTTE HORNETS,63,53,2211,368,963,218,585,191,233,42,170,471,62,15,181,115,1145
grahatr01,Treveon Graham,SMALL FORWARD,26,MINNESOTA TIMBERWOLVES,33,663,6.0,0.447,0.474,0.211,4.5,11.7,8.0,6.1,1.2,0.3,9.0,13.1,-0.3,0.3,0.1,0.004,-5.0,-0.8,-5.8,-0.6,Falsegrahatr01,Treveon Graham,SMALL FORWARD,26,MINNESOTA TIMBERWOLVES,33,20,663,62,175,20,83,27,37,29,71,30,17,2,19,66,171
grahatr01,Treveon Graham,SMALL FORWARD,26,ATLANTA HAWKS,22,266,8.0,0.478,0.552,0.284,8.8,11.5,10.1,7.6,1.2,1.3,11.7,13.3,0.0,0.1,0.1,0.022,-3.3,-1.7,-4.9,-0.2,Falsegrahatr01,Treveon Graham,SMALL FORWARD,26,ATLANTA HAWKS,22,0,266,25,67,13,37,9,19,22,28,15,7,4,10,36,72
grantje01,Jerami Grant,POWER FORWARD,25,DENVER NUGGETS,71,1892,14.4,0.591,0.397,0.309,3.4,11.2,7.3,6.6,1.3,2.8,8.0,18.0,2.8,1.6,4.4,0.111,0.1,-0.6,-0.5,0.7,Falsegrantje01,Jerami Grant,POWER FORWARD,25,DENVER NUGGETS,71,24,1892,303,634,98,252,147,196,58,190,88,50,57,63,154,851
grantje02,Jerian Grant,SHOOTING GUARD,27,WASHINGTON WIZARDS,6,80,6.6,0.449,0.296,0.259,2.6,5.7,4.1,15.3,0.6,1.1,9.1,17.2,0.0,0.0,0.0,-0.018,-4.8,-2.0,-6.8,-0.1,Falsegrantje02,Jerian Grant,SHOOTING GUARD,27,WASHINGTON WIZARDS,6,0,80,10,27,2,8,5,7,2,4,9,1,1,3,11,27
grayjo01,Josh Gray,POINT GUARD,26,NEW ORLEANS PELICANS,2,23,-5.0,0.5,0.0,0.0,4.6,4.6,4.6,10.4,0.0,0.0,71.4,12.5,-0.1,0.0,-0.1,-0.226,-11.3,-4.7,-16.0,-0.1,Falsegrayjo01,Josh Gray,POINT GUARD,26,NEW ORLEANS PELICANS,2,0,23,1,2,0,0,0,0,1,1,2,0,0,5,1,2
greenda02,Danny Green,SHOOTING GUARD,32,LOS ANGELES LAKERS,68,1687,10.8,0.552,0.69,0.101,3.3,11.2,7.3,7.1,2.4,1.7,11.3,13.9,0.8,2.5,3.4,0.096,-1.1,1.5,0.5,1.1,Falsegreenda02,Danny Green,SHOOTING GUARD,32,LOS ANGELES LAKERS,68,68,1687,197,474,120,327,33,48,51,174,91,85,32,63,136,547
greendr01,Draymond Green,POWER FORWARD,29,GOLDEN STATE WARRIORS,43,1222,12.5,0.489,0.408,0.263,2.0,22.3,11.8,31.2,2.3,2.4,21.8,15.7,-0.2,1.3,1.1,0.044,-2.1,1.9,-0.2,0.6,Falsegreendr01,Draymond Green,POWER FORWARD,29,GOLDEN STATE WARRIORS,43,43,1222,123,316,36,129,63,83,23,243,266,59,33,98,110,345
greenja01,JaMychal Green,POWER FORWARD,29,LOS ANGELES CLIPPERS,63,1307,11.1,0.576,0.676,0.136,6.3,24.1,15.4,5.0,1.0,1.6,12.6,13.7,1.1,2.0,3.1,0.115,-1.2,0.7,-0.5,0.5,Falsegreenja01,JaMychal Green,POWER FORWARD,29,LOS ANGELES CLIPPERS,63,1,1307,151,352,92,238,36,48,77,311,49,29,24,54,174,430
greenja02,Javonte Green,SHOOTING GUARD,26,BOSTON CELTICS,48,468,13.1,0.564,0.262,0.333,5.6,15.6,10.6,7.7,2.5,1.6,13.7,15.3,0.4,0.8,1.1,0.113,-2.1,1.4,-0.7,0.2,Falsegreenja02,Javonte Green,SHOOTING GUARD,26,BOSTON CELTICS,48,2,468,63,126,9,33,28,42,24,69,26,24,8,23,43,163
greenje02,Jeff Green,POWER FORWARD,33,UTAH JAZZ,30,553,10.0,0.523,0.533,0.323,2.9,12.9,8.1,5.2,1.1,1.5,10.8,19.7,0.0,0.5,0.5,0.046,-1.9,-0.2,-2.1,0.0,Falsegreenje02,Jeff Green,POWER FORWARD,33,UTAH JAZZ,30,2,553,75,195,34,104,49,63,14,67,20,12,10,27,46,233
greenje02,Jeff Green,CENTER,33,HOUSTON ROCKETS,18,407,18.6,0.682,0.53,0.188,2.6,10.9,6.7,11.5,1.6,1.9,8.5,17.9,1.2,0.4,1.5,0.183,2.5,0.1,2.6,0.5,Falsegreenje02,Jeff Green,CENTER,33,HOUSTON ROCKETS,18,2,407,84,149,28,79,24,28,10,42,30,14,9,15,43,220
griffbl01,Blake Griffin,POWER FORWARD,30,DETROIT PISTONS,18,512,11.9,0.476,0.444,0.392,3.7,15.0,9.3,18.0,0.7,1.1,12.0,28.4,-0.4,0.3,-0.1,-0.012,-1.7,-2.6,-4.3,-0.3,Falsegriffbl01,Blake Griffin,POWER FORWARD,30,DETROIT PISTONS,18,18,512,88,250,27,111,76,98,17,67,59,7,7,40,27,279
gudurma01,Marko Guduric,SHOOTING GUARD,24,MEMPHIS GRIZZLIES,44,484,8.8,0.514,0.529,0.166,3.1,12.6,7.9,12.3,1.2,1.4,17.6,17.6,-0.3,0.4,0.1,0.014,-2.7,-0.7,-3.4,-0.2,Falsegudurma01,Marko Guduric,SHOOTING GUARD,24,MEMPHIS GRIZZLIES,44,0,484,62,157,25,83,24,26,14,59,45,12,8,36,34,173
guyky01,Kyle Guy,SHOOTING GUARD,22,SACRAMENTO KINGS,3,10,6.6,0.4,0.6,0.0,0.0,11.5,5.6,15.6,0.0,0.0,0.0,21.7,0.0,0.0,0.0,-0.045,-7.5,-4.8,-12.3,0.0,Falseguyky01,Kyle Guy,SHOOTING GUARD,22,SACRAMENTO KINGS,3,0,10,2,5,0,3,0,0,0,1,1,0,0,0,1,4
hachiru01,Rui Hachimura,POWER FORWARD,21,WASHINGTON WIZARDS,48,1444,13.5,0.535,0.16,0.257,5.7,17.0,11.1,8.8,1.2,0.5,8.0,19.0,1.3,0.5,1.8,0.06,-1.2,-2.0,-3.2,-0.4,Falsehachiru01,Rui Hachimura,POWER FORWARD,21,WASHINGTON WIZARDS,48,48,1444,254,545,25,87,116,140,78,216,87,37,8,53,105,649
hallde01,Devon Hall,POINT GUARD,24,OKLAHOMA CITY THUNDER,11,81,3.1,0.298,0.567,0.267,2.8,6.6,4.8,21.3,2.4,1.1,13.0,20.9,-0.3,0.1,-0.2,-0.116,-5.8,-0.6,-6.4,-0.1,Falsehallde01,Devon Hall,POINT GUARD,24,OKLAHOMA CITY THUNDER,11,0,81,6,30,4,17,4,8,2,5,13,4,1,5,6,20
halldo01,Donta Hall,POWER FORWARD,22,DETROIT PISTONS,4,48,7.3,0.452,0.0,1.5,14.0,21.6,17.7,5.3,1.0,1.7,23.1,7.9,0.0,0.0,0.1,0.067,-5.7,-1.3,-7.0,-0.1,Falsehalldo01,Donta Hall,POWER FORWARD,22,DETROIT PISTONS,4,0,48,1,4,0,0,4,6,6,9,2,1,1,2,9,6
halldo01,Donta Hall,CENTER,22,BROOKLYN NETS,5,85,17.2,0.709,0.0,0.667,9.9,17.9,14.0,3.5,1.1,4.9,11.4,12.9,0.2,0.1,0.3,0.177,-2.1,0.3,-1.8,0.0,Falsehalldo01,Donta Hall,CENTER,22,BROOKLYN NETS,5,0,85,14,18,0,0,5,12,8,15,2,2,5,3,14,33
hannadu01,Dusty Hannahs,SHOOTING GUARD,26,MEMPHIS GRIZZLIES,2,13,21.3,0.607,0.333,0.222,0.0,8.0,4.1,0.0,0.0,0.0,0.0,31.6,0.0,0.0,0.0,0.146,5.1,-2.1,3.1,0.0,Falsehannadu01,Dusty Hannahs,SHOOTING GUARD,26,MEMPHIS GRIZZLIES,2,0,13,4,9,2,3,2,2,0,1,0,0,0,0,1,12
hardati02,Tim Hardaway Jr.,SHOOTING GUARD,27,DALLAS MAVERICKS,71,2091,14.5,0.581,0.58,0.206,1.3,10.2,5.8,9.7,0.9,0.2,6.7,21.1,3.4,1.1,4.4,0.102,1.2,-1.4,-0.1,1.0,Falsehardati02,Tim Hardaway Jr.,SHOOTING GUARD,27,DALLAS MAVERICKS,71,58,2091,384,884,204,513,149,182,25,207,137,41,5,69,125,1121
hardeja01,James Harden,SHOOTING GUARD,30,HOUSTON ROCKETS,68,2483,29.1,0.626,0.557,0.528,2.9,16.0,9.4,35.9,2.3,2.1,14.2,36.3,9.9,3.2,13.1,0.254,8.1,1.6,9.6,7.3,Falsehardeja01,James Harden,SHOOTING GUARD,30,HOUSTON ROCKETS,68,68,2483,672,1514,299,843,692,800,70,376,512,125,60,308,227,2335
harklma01,Maurice Harkless,POWER FORWARD,26,LOS ANGELES CLIPPERS,50,1141,9.7,0.584,0.336,0.194,4.4,13.6,9.1,5.5,2.0,2.3,16.3,10.3,0.5,1.7,2.3,0.095,-2.5,2.4,0.0,0.6,Falseharklma01,Maurice Harkless,POWER FORWARD,26,LOS ANGELES CLIPPERS,50,38,1141,112,217,27,73,24,42,47,153,48,49,30,46,120,275
harklma01,Maurice Harkless,SMALL FORWARD,26,NEW YORK KNICKS,12,286,10.1,0.536,0.379,0.364,2.9,12.3,7.5,9.7,1.5,1.0,8.4,12.4,0.2,0.2,0.4,0.069,-3.2,-0.3,-3.5,-0.1,Falseharklma01,Maurice Harkless,SMALL FORWARD,26,NEW YORK KNICKS,12,10,286,30,66,7,25,15,24,8,32,20,9,3,7,28,82
harpeja01,Jared Harper,POINT GUARD,22,PHOENIX SUNS,3,8,-5.3,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.3,0.0,0.0,0.0,-0.249,-10.1,-5.6,-15.7,0.0,Falseharpeja01,Jared Harper,POINT GUARD,22,PHOENIX SUNS,3,0,8,1,4,0,2,0,0,0,0,0,0,0,0,0,2
harremo01,Montrezl Harrell,CENTER,26,LOS ANGELES CLIPPERS,63,1749,23.2,0.607,0.022,0.432,9.9,16.3,13.2,10.3,1.1,3.6,10.1,25.7,4.4,2.5,7.0,0.191,2.5,0.5,2.9,2.2,Falseharremo01,Montrezl Harrell,CENTER,26,LOS ANGELES CLIPPERS,63,2,1749,471,812,0,18,231,351,163,282,107,39,72,108,146,1173
harriga01,Gary Harris,SHOOTING GUARD,25,DENVER NUGGETS,56,1780,9.7,0.519,0.405,0.177,1.6,8.6,5.1,8.9,2.1,0.7,9.7,15.1,0.5,1.4,1.9,0.052,-2.8,0.3,-2.5,-0.2,Falseharriga01,Gary Harris,SHOOTING GUARD,25,DENVER NUGGETS,56,55,1780,218,519,70,210,75,92,26,137,118,76,14,60,116,581
harrijo01,Joe Harris,SMALL FORWARD,28,BROOKLYN NETS,69,2123,13.3,0.606,0.518,0.114,3.2,11.2,7.3,10.4,0.9,0.7,11.2,18.3,2.5,1.8,4.3,0.097,0.4,-0.6,-0.2,1.0,Falseharrijo01,Joe Harris,SMALL FORWARD,28,BROOKLYN NETS,69,69,2123,381,784,172,406,64,89,64,234,144,41,17,104,159,998
harrito02,Tobias Harris,POWER FORWARD,27,PHILADELPHIA 76ERS,72,2469,17.2,0.556,0.304,0.184,3.1,19.1,11.1,14.6,1.0,1.4,7.6,23.9,3.5,2.7,6.2,0.121,1.3,-0.5,0.8,1.8,Falseharrito02,Tobias Harris,POWER FORWARD,27,PHILADELPHIA 76ERS,72,72,2469,553,1173,131,357,174,216,69,426,227,53,40,104,165,1411
harrish01,Shaquille Harrison,SHOOTING GUARD,26,CHICAGO BULLS,43,484,17.8,0.559,0.255,0.303,4.8,15.3,9.8,15.3,3.4,3.7,9.2,18.1,0.7,0.8,1.5,0.153,0.4,2.4,2.8,0.6,Falseharrish01,Shaquille Harrison,SHOOTING GUARD,26,CHICAGO BULLS,43,10,484,77,165,16,42,39,50,22,64,49,34,19,19,55,209
hartjo01,Josh Hart,SMALL FORWARD,24,NEW ORLEANS PELICANS,65,1755,11.9,0.563,0.665,0.216,3.7,22.1,12.8,8.2,1.7,1.1,11.4,15.3,1.3,1.8,3.1,0.085,-1.1,0.4,-0.7,0.6,Falsehartjo01,Josh Hart,SMALL FORWARD,24,NEW ORLEANS PELICANS,65,16,1755,225,532,121,354,85,115,61,364,108,63,23,75,160,656
harteis01,Isaiah Hartenstein,CENTER,21,HOUSTON ROCKETS,23,266,18.6,0.674,0.075,0.418,11.3,24.3,17.7,10.0,1.6,3.9,16.8,14.8,0.7,0.4,1.1,0.19,-1.0,1.3,0.3,0.2,Falseharteis01,Isaiah Hartenstein,CENTER,21,HOUSTON ROCKETS,23,2,266,44,67,0,5,19,28,29,61,18,9,12,16,41,107
hasleud01,Udonis Haslem,CENTER,39,MIAMI HEAT,4,44,6.5,0.47,0.273,0.364,2.6,36.7,20.3,3.2,0.0,0.0,7.3,13.8,0.0,0.1,0.0,0.041,-6.1,-1.4,-7.6,-0.1,Falsehasleud01,Udonis Haslem,CENTER,39,MIAMI HEAT,4,1,44,4,11,1,3,3,4,1,15,1,0,0,1,6,12
hayesja02,Jaxson Hayes,CENTER,19,NEW ORLEANS PELICANS,64,1080,17.6,0.689,0.015,0.734,9.5,16.0,12.7,7.2,1.1,4.3,13.4,15.0,2.8,1.1,3.9,0.171,-0.9,0.6,-0.3,0.5,Falsehayesja02,Jaxson Hayes,CENTER,19,NEW ORLEANS PELICANS,64,14,1080,174,259,1,4,123,190,97,162,56,26,55,53,161,472
haywago01,Gordon Hayward,SMALL FORWARD,29,BOSTON CELTICS,52,1740,18.1,0.595,0.317,0.207,3.4,17.8,10.7,18.7,1.1,1.2,11.2,21.1,3.5,2.2,5.7,0.158,2.6,0.1,2.7,2.0,Falsehaywago01,Gordon Hayward,SMALL FORWARD,29,BOSTON CELTICS,52,52,1740,350,700,85,222,124,145,55,293,212,38,22,96,96,909
hensojo01,John Henson,CENTER,29,CLEVELAND CAVALIERS,29,412,16.9,0.539,0.258,0.275,8.5,22.3,15.4,15.2,1.9,6.7,13.5,16.1,0.4,0.5,0.9,0.109,-1.1,2.3,1.1,0.3,Falsehensojo01,John Henson,CENTER,29,CLEVELAND CAVALIERS,29,2,412,61,120,6,31,17,33,32,82,43,16,32,21,55,145
hensojo01,John Henson,CENTER,29,DETROIT PISTONS,11,188,17.1,0.67,0.098,0.255,8.3,20.8,14.5,9.3,2.1,4.5,20.9,16.7,0.2,0.2,0.4,0.11,-1.2,1.8,0.6,0.1,Falsehensojo01,John Henson,CENTER,29,DETROIT PISTONS,11,6,188,34,51,2,5,6,13,14,34,11,8,10,15,23,76
hernade01,Dewan Hernandez,CENTER,23,TORONTO RAPTORS,6,28,12.9,0.432,0.143,0.357,19.3,33.2,26.4,16.4,1.7,0.0,15.6,29.3,0.0,0.1,0.0,0.043,-6.6,-3.0,-9.6,-0.1,Falsehernade01,Dewan Hernandez,CENTER,23,TORONTO RAPTORS,6,0,28,5,14,1,2,3,5,5,9,3,1,0,3,6,14
hernaju01,Juan Hernangómez,POWER FORWARD,24,DENVER NUGGETS,34,422,6.9,0.442,0.545,0.227,6.4,18.8,12.6,6.7,0.6,1.1,12.9,14.3,-0.2,0.3,0.1,0.007,-4.0,-1.2,-5.2,-0.3,Falsehernaju01,Juan Hernangómez,POWER FORWARD,24,DENVER NUGGETS,34,0,422,38,110,15,60,16,25,24,71,22,5,5,18,29,107
hernaju01,Juan Hernangómez,POWER FORWARD,24,MINNESOTA TIMBERWOLVES,14,411,14.1,0.576,0.504,0.336,4.7,22.1,13.1,6.4,1.6,0.8,8.2,17.1,0.5,0.4,0.8,0.098,-0.4,-1.0,-1.5,0.1,Falsehernaju01,Juan Hernangómez,POWER FORWARD,24,MINNESOTA TIMBERWOLVES,14,14,411,62,137,29,69,28,46,19,83,18,14,4,14,35,181
hernawi01,Willy Hernangómez,CENTER,25,CHARLOTTE HORNETS,31,375,19.2,0.576,0.158,0.424,12.1,27.5,19.5,13.5,1.3,1.7,15.4,22.9,0.4,0.4,0.8,0.107,0.6,-0.5,0.1,0.2,Falsehernawi01,Willy Hernangómez,CENTER,25,CHARLOTTE HORNETS,31,0,375,74,139,5,22,37,59,43,91,29,10,7,30,32,190
herroty01,Tyler Herro,SHOOTING GUARD,20,MIAMI HEAT,55,1508,12.5,0.55,0.472,0.158,1.2,14.9,8.3,12.7,1.1,0.6,11.4,22.3,0.2,1.3,1.6,0.05,-0.4,-1.2,-1.6,0.1,Falseherroty01,Tyler Herro,SHOOTING GUARD,20,MIAMI HEAT,55,8,1508,270,631,116,298,87,100,16,208,121,34,9,87,76,743
herveke01,Kevin Hervey,POWER FORWARD,23,OKLAHOMA CITY THUNDER,10,52,5.0,0.315,0.741,0.0,2.2,22.7,12.7,13.9,0.9,1.7,0.0,22.8,-0.2,0.1,-0.1,-0.085,-4.0,-1.1,-5.1,0.0,Falseherveke01,Kevin Hervey,POWER FORWARD,23,OKLAHOMA CITY THUNDER,10,0,52,7,27,3,20,0,0,1,11,5,1,1,0,4,17
hezonma01,Mario Hezonja,POWER FORWARD,24,PORTLAND TRAIL BLAZERS,53,871,9.5,0.525,0.358,0.271,3.6,18.3,11.0,7.5,2.0,0.9,14.7,13.9,0.1,0.6,0.8,0.043,-3.1,0.2,-2.9,-0.2,Falsehezonma01,Mario Hezonja,POWER FORWARD,24,PORTLAND TRAIL BLAZERS,53,4,871,92,218,24,78,48,59,30,154,50,36,9,42,107,256
hieldbu01,Buddy Hield,SHOOTING GUARD,27,SACRAMENTO KINGS,72,2216,16.0,0.566,0.592,0.117,2.8,14.1,8.3,15.5,1.4,0.7,12.1,27.2,1.4,1.5,3.0,0.064,2.5,-1.4,1.1,1.7,Falsehieldbu01,Buddy Hield,SHOOTING GUARD,27,SACRAMENTO KINGS,72,44,2216,498,1162,271,688,115,136,57,271,213,66,17,168,165,1382
hillge01,George Hill,POINT GUARD,33,MILWAUKEE BUCKS,59,1271,16.9,0.659,0.468,0.269,4.1,9.3,6.9,19.0,1.7,0.3,11.9,15.5,3.5,2.1,5.5,0.21,1.6,1.3,2.9,1.6,Falsehillge01,George Hill,POINT GUARD,33,MILWAUKEE BUCKS,59,2,1271,194,376,81,176,85,101,50,127,180,47,5,57,84,554
hillso01,Solomon Hill,POWER FORWARD,28,MEMPHIS GRIZZLIES,48,901,10.2,0.549,0.631,0.163,2.9,13.8,8.4,13.4,1.6,0.7,13.8,13.4,0.5,0.8,1.4,0.072,-1.7,0.2,-1.4,0.1,Falsehillso01,Solomon Hill,POWER FORWARD,28,MEMPHIS GRIZZLIES,48,3,901,96,233,56,147,26,38,24,120,94,31,7,40,73,274
hillso01,Solomon Hill,POWER FORWARD,28,MIAMI HEAT,11,187,8.1,0.471,0.533,0.356,3.1,9.2,6.3,7.3,3.1,2.7,17.4,14.8,-0.2,0.3,0.1,0.023,-3.8,0.9,-2.9,0.0,Falsehillso01,Solomon Hill,POWER FORWARD,28,MIAMI HEAT,11,1,187,14,45,7,24,14,16,5,16,10,12,5,11,12,49
hoardja01,Jaylen Hoard,POWER FORWARD,20,PORTLAND TRAIL BLAZERS,13,103,14.9,0.504,0.094,0.406,14.4,18.1,16.2,5.3,2.3,0.0,9.6,17.2,0.1,0.1,0.2,0.093,-0.8,-1.1,-1.9,0.0,Falsehoardja01,Jaylen Hoard,POWER FORWARD,20,PORTLAND TRAIL BLAZERS,13,0,103,15,32,0,3,8,13,14,18,4,5,0,4,12,38
holidaa01,Aaron Holiday,POINT GUARD,23,INDIANA PACERS,66,1617,11.6,0.521,0.393,0.155,1.5,9.0,5.3,19.1,1.7,0.9,12.8,18.7,0.4,1.7,2.1,0.063,-1.6,0.0,-1.6,0.2,Falseholidaa01,Aaron Holiday,POINT GUARD,23,INDIANA PACERS,66,33,1617,233,563,87,221,74,87,22,134,225,55,16,88,120,627
holidjr01,Jrue Holiday,SHOOTING GUARD,29,NEW ORLEANS PELICANS,61,2117,17.0,0.537,0.344,0.181,3.8,10.9,7.3,29.1,2.2,1.9,14.5,24.5,2.0,1.9,3.9,0.088,1.6,0.2,1.8,2.0,Falseholidjr01,Jrue Holiday,SHOOTING GUARD,29,NEW ORLEANS PELICANS,61,61,2117,458,1006,122,346,129,182,77,216,408,99,48,184,145,1167
holidju01,Justin Holiday,SMALL FORWARD,30,INDIANA PACERS,73,1826,12.1,0.585,0.681,0.138,1.9,12.2,7.1,6.7,2.3,2.2,7.9,13.4,1.6,2.6,4.2,0.112,-0.5,1.8,1.3,1.5,Falseholidju01,Justin Holiday,SMALL FORWARD,30,INDIANA PACERS,73,6,1826,208,486,134,331,53,67,32,206,93,87,46,44,137,603
holliro01,Rondae Hollis-Jefferson,POWER FORWARD,25,TORONTO RAPTORS,60,1122,15.1,0.533,0.07,0.435,10.6,15.9,13.3,13.6,2.0,2.0,13.1,17.2,1.4,2.0,3.4,0.146,-1.2,1.5,0.3,0.6,Falseholliro01,Rondae Hollis-Jefferson,POWER FORWARD,25,TORONTO RAPTORS,60,6,1122,155,329,3,23,105,143,110,173,106,46,23,59,115,418
holmeri01,Richaun Holmes,CENTER,26,SACRAMENTO KINGS,44,1242,19.7,0.681,0.0,0.343,11.2,21.5,16.2,5.1,1.6,4.3,11.6,15.6,3.4,1.5,4.9,0.19,0.3,0.6,1.0,0.9,Falseholmeri01,Richaun Holmes,CENTER,26,SACRAMENTO KINGS,44,38,1242,223,344,0,0,93,118,127,231,42,41,56,52,169,539
hoodro01,Rodney Hood,SMALL FORWARD,27,PORTLAND TRAIL BLAZERS,21,619,12.2,0.625,0.413,0.157,1.7,10.4,6.1,7.0,1.3,0.6,9.4,13.9,0.9,0.2,1.1,0.084,-0.4,-0.5,-0.9,0.2,Falsehoodro01,Rodney Hood,SMALL FORWARD,27,PORTLAND TRAIL BLAZERS,21,21,619,87,172,35,71,21,27,10,62,32,17,4,19,46,230
