slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_player,is_combined_totalsslug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points
horfoal01,Al Horford,CENTER,33,PHILADELPHIA 76ERS,67,2025,15.7,0.536,0.399,0.113,5.6,19.3,12.4,19.2,1.2,2.6,9.7,17.5,2.8,2.6,5.4,0.128,1.3,1.0,2.2,2.2,Falsehorfoal01,Al Horford,CENTER,33,PHILADELPHIA 76ERS,67,61,2025,319,709,99,283,61,80,103,353,270,52,61,80,142,798
hortota01,Talen Horton-Tucker,SHOOTING GUARD,19,LOS ANGELES LAKERS,6,81,12.3,0.535,0.433,0.133,2.7,6.7,4.7,10.5,4.7,1.1,15.9,19.7,0.0,0.2,0.1,0.07,-4.0,2.0,-2.1,0.0,Falsehortota01,Talen Horton-Tucker,SHOOTING GUARD,19,LOS ANGELES LAKERS,6,1,81,14,30,4,13,2,4,2,5,6,8,1,6,10,34
houseda01,Danuel House,SMALL FORWARD,26,HOUSTON ROCKETS,63,1913,11.3,0.572,0.659,0.167,3.1,11.6,7.3,6.1,1.6,1.5,8.5,13.7,1.9,1.8,3.6,0.091,-0.8,0.0,-0.7,0.6,Falsehouseda01,Danuel House,SMALL FORWARD,26,HOUSTON ROCKETS,63,52,1913,230,539,129,355,73,90,57,210,85,67,34,54,132,662
howardw01,Dwight Howard,CENTER,34,LOS ANGELES LAKERS,69,1306,18.7,0.696,0.018,0.773,14.6,27.8,21.2,4.8,1.1,5.4,18.5,14.7,2.8,2.6,5.4,0.197,-1.0,1.2,0.2,0.7,Falsehowardw01,Dwight Howard,CENTER,34,LOS ANGELES LAKERS,69,2,1306,202,277,3,5,110,214,172,335,45,31,79,84,222,517
howarwi01,William Howard,POWER FORWARD,26,HOUSTON ROCKETS,2,13,-12.7,0.0,1.0,0.0,0.0,16.3,8.1,9.1,0.0,0.0,20.0,15.9,-0.1,0.0,-0.1,-0.357,-14.2,-5.4,-19.6,-0.1,Falsehowarwi01,William Howard,POWER FORWARD,26,HOUSTON ROCKETS,2,0,13,0,4,0,4,0,0,0,2,1,0,0,1,1,0
huertke01,Kevin Huerter,SHOOTING GUARD,21,ATLANTA HAWKS,56,1760,11.5,0.536,0.548,0.105,2.1,12.0,7.0,17.5,1.4,1.3,12.0,17.1,1.0,0.6,1.6,0.043,-0.7,-0.9,-1.6,0.2,Falsehuertke01,Kevin Huerter,SHOOTING GUARD,21,ATLANTA HAWKS,56,48,1760,252,610,127,334,53,64,35,193,213,51,27,87,139,684
huntede01,De'Andre Hunter,SMALL FORWARD,22,ATLANTA HAWKS,63,2018,8.6,0.521,0.445,0.211,2.3,13.1,7.6,8.0,1.0,0.7,12.1,17.5,-0.4,0.5,0.1,0.002,-2.9,-1.8,-4.7,-1.4,Falsehuntede01,De'Andre Hunter,SMALL FORWARD,22,ATLANTA HAWKS,63,62,2018,280,683,108,304,110,144,44,242,112,44,18,103,182,778
hutchch01,Chandler Hutchison,SMALL FORWARD,23,CHICAGO BULLS,28,527,12.4,0.521,0.217,0.446,3.6,19.8,11.3,7.4,2.5,1.3,11.4,19.1,0.0,0.7,0.7,0.06,-2.7,0.1,-2.6,-0.1,Falsehutchch01,Chandler Hutchison,SMALL FORWARD,23,CHICAGO BULLS,28,10,527,80,175,12,38,46,78,18,90,26,27,7,27,47,218
ibakase01,Serge Ibaka,CENTER,30,TORONTO RAPTORS,55,1485,17.3,0.583,0.272,0.185,8.3,23.5,16.1,8.6,0.9,3.0,13.1,24.0,1.2,2.7,3.9,0.126,0.1,0.0,0.1,0.8,Falseibakase01,Serge Ibaka,CENTER,30,TORONTO RAPTORS,55,27,1485,343,670,70,182,89,124,114,338,77,28,46,109,153,845
iguodan01,Andre Iguodala,SMALL FORWARD,36,MIAMI HEAT,21,418,10.5,0.507,0.534,0.17,4.7,15.7,10.4,16.9,1.6,5.0,21.6,12.7,0.0,0.6,0.6,0.065,-1.9,1.4,-0.5,0.2,Falseiguodan01,Andre Iguodala,SMALL FORWARD,36,MIAMI HEAT,21,0,418,38,88,14,47,6,15,17,61,51,14,21,26,35,96
ilyaser01,Ersan İlyasova,POWER FORWARD,32,MILWAUKEE BUCKS,63,986,14.9,0.589,0.438,0.278,6.6,22.7,15.1,6.6,1.1,1.5,8.8,16.1,1.6,2.0,3.6,0.174,-0.3,0.8,0.4,0.6,Falseilyaser01,Ersan İlyasova,POWER FORWARD,32,MILWAUKEE BUCKS,63,8,986,146,313,50,137,72,87,62,240,49,24,17,34,95,414
inglejo01,Joe Ingles,POWER FORWARD,32,UTAH JAZZ,72,2137,12.6,0.595,0.638,0.17,1.4,12.5,7.2,24.4,1.5,0.4,19.3,15.1,2.7,2.1,4.8,0.108,0.0,0.7,0.7,1.5,Falseinglejo01,Joe Ingles,POWER FORWARD,32,UTAH JAZZ,72,45,2137,246,553,141,353,74,94,27,251,373,65,11,142,154,707
ingrabr01,Brandon Ingram,POWER FORWARD,22,NEW ORLEANS PELICANS,62,2104,18.8,0.587,0.35,0.336,2.6,16.6,9.6,19.3,1.3,1.5,13.1,28.1,3.3,1.8,5.1,0.115,2.5,-0.4,2.1,2.2,Falseingrabr01,Brandon Ingram,POWER FORWARD,22,NEW ORLEANS PELICANS,62,62,2104,507,1096,150,384,313,368,51,329,259,61,38,189,179,1477
irvinky01,Kyrie Irving,POINT GUARD,27,BROOKLYN NETS,20,658,26.2,0.595,0.341,0.245,3.5,12.5,8.1,36.7,1.9,1.3,10.1,32.6,2.1,0.8,2.9,0.21,6.7,0.9,7.7,1.6,Falseirvinky01,Kyrie Irving,POINT GUARD,27,BROOKLYN NETS,20,20,658,199,416,56,142,94,102,22,81,128,27,10,52,53,548
isaacjo01,Jonathan Isaac,POWER FORWARD,22,ORLANDO MAGIC,34,980,17.3,0.552,0.283,0.232,6.2,19.6,12.7,7.4,2.6,7.2,11.8,18.3,0.6,1.9,2.5,0.12,-0.5,2.9,2.3,1.1,Falseisaacjo01,Jonathan Isaac,POWER FORWARD,22,ORLANDO MAGIC,34,32,980,156,332,32,94,60,77,58,173,48,53,78,49,83,404
iwundwe01,Wesley Iwundu,SMALL FORWARD,25,ORLANDO MAGIC,52,953,10.3,0.544,0.352,0.416,2.6,12.5,7.4,8.8,1.3,1.2,8.6,13.7,0.8,0.8,1.7,0.084,-2.7,0.0,-2.6,-0.2,Falseiwundwe01,Wesley Iwundu,SMALL FORWARD,25,ORLANDO MAGIC,52,21,953,97,233,28,82,78,97,24,107,60,25,13,26,80,300
jacksfr01,Frank Jackson,POINT GUARD,21,NEW ORLEANS PELICANS,59,797,9.1,0.51,0.435,0.227,2.9,8.1,5.5,10.8,1.0,0.4,11.9,21.2,-0.2,0.3,0.2,0.01,-3.3,-2.2,-5.5,-0.7,Falsejacksfr01,Frank Jackson,POINT GUARD,21,NEW ORLEANS PELICANS,59,2,797,134,331,47,144,56,75,22,61,61,17,4,49,77,371
jacksja02,Jaren Jackson Jr.,CENTER,20,MEMPHIS GRIZZLIES,57,1622,16.3,0.593,0.489,0.247,3.6,13.2,8.5,7.2,1.2,5.0,10.6,24.0,1.6,1.8,3.5,0.103,0.3,0.1,0.4,1.0,Falsejacksja02,Jaren Jackson Jr.,CENTER,20,MEMPHIS GRIZZLIES,57,57,1622,353,753,145,368,139,186,55,207,78,40,92,99,232,990
jacksjo02,Josh Jackson,SMALL FORWARD,22,MEMPHIS GRIZZLIES,22,381,14.1,0.547,0.453,0.314,3.1,14.9,9.1,13.1,2.2,2.1,13.4,22.8,0.1,0.5,0.5,0.069,-1.1,1.1,0.0,0.2,Falsejacksjo02,Josh Jackson,SMALL FORWARD,22,MEMPHIS GRIZZLIES,22,0,381,70,159,23,72,35,50,11,55,35,18,9,28,40,198
jacksju01,Justin Jackson,POWER FORWARD,24,DALLAS MAVERICKS,65,1045,9.5,0.496,0.478,0.147,2.7,12.6,7.7,6.8,0.7,0.8,3.7,15.4,0.6,0.6,1.2,0.054,-2.1,-1.3,-3.4,-0.4,Falsejacksju01,Justin Jackson,POWER FORWARD,24,DALLAS MAVERICKS,65,3,1045,135,341,48,163,42,50,27,127,52,15,10,14,69,360
jacksre01,Reggie Jackson,POINT GUARD,29,DETROIT PISTONS,14,381,14.7,0.492,0.414,0.167,3.2,9.1,6.1,30.8,1.0,0.2,9.8,27.0,0.2,0.1,0.4,0.047,1.7,-2.2,-0.5,0.1,Falsejacksre01,Reggie Jackson,POINT GUARD,29,DETROIT PISTONS,14,10,381,76,198,31,82,26,33,11,30,72,8,1,23,21,209
jacksre01,Reggie Jackson,SHOOTING GUARD,29,LOS ANGELES CLIPPERS,17,362,12.6,0.587,0.492,0.164,1.8,12.6,7.3,21.3,0.7,1.0,16.9,19.1,0.4,0.4,0.8,0.1,-0.1,-0.2,-0.3,0.2,Falsejacksre01,Reggie Jackson,SHOOTING GUARD,29,LOS ANGELES CLIPPERS,17,6,362,58,128,26,63,19,21,6,45,54,5,4,28,38,161
jamesju01,Justin James,SMALL FORWARD,23,SACRAMENTO KINGS,36,232,11.0,0.477,0.345,0.25,2.8,12.9,7.8,11.2,1.3,3.7,7.9,18.9,-0.1,0.2,0.1,0.028,-1.4,-0.1,-1.4,0.0,Falsejamesju01,Justin James,SMALL FORWARD,23,SACRAMENTO KINGS,36,0,232,35,84,9,29,10,21,6,26,18,6,9,8,17,89
jamesle01,LeBron James,POINT GUARD,35,LOS ANGELES LAKERS,67,2316,25.5,0.577,0.326,0.292,3.2,21.5,12.4,49.1,1.6,1.4,15.1,31.5,6.2,3.6,9.8,0.204,6.6,1.8,8.4,6.1,Falsejamesle01,LeBron James,POINT GUARD,35,LOS ANGELES LAKERS,67,67,2316,643,1303,148,425,264,381,66,459,684,78,36,261,118,1698
jeffeam01,Amile Jefferson,POWER FORWARD,26,ORLANDO MAGIC,18,74,8.9,0.372,0.0,1.0,14.1,19.5,16.7,7.2,0.7,3.7,13.0,13.5,0.0,0.1,0.0,0.023,-4.8,-1.0,-5.8,-0.1,Falsejeffeam01,Amile Jefferson,POWER FORWARD,26,ORLANDO MAGIC,18,0,74,5,14,0,0,5,14,10,13,4,1,3,3,7,15
jeffrda01,DaQuan Jeffries,SHOOTING GUARD,22,SACRAMENTO KINGS,13,141,11.2,0.586,0.45,0.15,2.3,12.3,7.2,7.1,1.4,0.7,4.5,13.7,0.2,0.1,0.3,0.1,-2.7,-1.1,-3.8,-0.1,Falsejeffrda01,DaQuan Jeffries,SHOOTING GUARD,22,SACRAMENTO KINGS,13,0,141,20,40,5,18,5,6,3,15,7,4,1,2,19,50
jeromty01,Ty Jerome,SHOOTING GUARD,22,PHOENIX SUNS,31,328,7.9,0.425,0.442,0.142,2.3,13.4,7.8,18.2,2.2,0.8,13.0,17.9,-0.3,0.3,0.0,-0.003,-4.0,0.1,-3.8,-0.2,Falsejeromty01,Ty Jerome,SHOOTING GUARD,22,PHOENIX SUNS,31,0,328,38,113,14,50,12,16,7,39,44,15,3,18,29,102
johnsal02,Alize Johnson,POWER FORWARD,23,INDIANA PACERS,17,118,13.3,0.509,0.276,0.345,15.0,29.4,22.3,7.7,1.2,1.5,17.3,15.0,0.1,0.2,0.3,0.111,-1.8,0.3,-1.5,0.0,Falsejohnsal02,Alize Johnson,POWER FORWARD,23,INDIANA PACERS,17,1,118,12,29,3,8,7,10,16,32,7,3,2,7,12,34
johnsbj01,B.J. Johnson,SMALL FORWARD,24,ORLANDO MAGIC,10,83,5.4,0.412,0.281,0.313,3.8,16.1,9.7,5.1,1.8,0.0,14.2,22.1,-0.2,0.1,-0.1,-0.074,-5.8,-3.2,-9.0,-0.1,Falsejohnsbj01,B.J. Johnson,SMALL FORWARD,24,ORLANDO MAGIC,10,0,83,9,32,3,9,9,10,3,12,3,3,0,6,3,30
johnsca02,Cameron Johnson,POWER FORWARD,23,PHOENIX SUNS,57,1255,12.9,0.586,0.672,0.141,4.3,12.4,8.3,7.7,1.4,1.4,6.9,15.7,1.7,1.0,2.7,0.102,0.8,-0.4,0.3,0.7,Falsejohnsca02,Cameron Johnson,POWER FORWARD,23,PHOENIX SUNS,57,9,1255,176,405,106,272,46,57,49,138,69,36,20,32,88,504
johnsja01,James Johnson,POWER FORWARD,32,MIAMI HEAT,18,281,11.1,0.547,0.517,0.161,3.3,16.9,10.4,11.1,1.0,4.6,13.9,17.0,0.0,0.4,0.4,0.065,-2.6,0.8,-1.8,0.0,Falsejohnsja01,James Johnson,POWER FORWARD,32,MIAMI HEAT,18,0,281,39,87,16,45,8,14,8,44,21,6,13,15,34,102
johnsja01,James Johnson,CENTER,32,MINNESOTA TIMBERWOLVES,14,338,17.9,0.588,0.359,0.266,5.1,15.9,10.3,24.4,2.6,4.7,18.8,21.4,0.3,0.4,0.8,0.109,0.1,1.5,1.6,0.3,Falsejohnsja01,James Johnson,CENTER,32,MINNESOTA TIMBERWOLVES,14,1,338,64,128,17,46,23,34,17,49,53,19,19,33,46,168
johnske04,Keldon Johnson,SMALL FORWARD,20,SAN ANTONIO SPURS,17,301,19.1,0.711,0.247,0.494,3.6,16.8,10.2,7.2,2.2,0.6,10.7,17.4,0.8,0.2,1.1,0.174,1.5,0.0,1.5,0.3,Falsejohnske04,Keldon Johnson,SMALL FORWARD,20,SAN ANTONIO SPURS,17,1,301,53,89,13,22,35,44,10,47,15,14,2,13,28,154
johnsst04,Stanley Johnson,POWER FORWARD,23,TORONTO RAPTORS,25,150,9.9,0.454,0.407,0.271,5.0,20.6,13.0,19.4,1.9,2.6,18.5,23.1,-0.3,0.3,0.0,0.014,-3.9,1.4,-2.6,0.0,Falsejohnsst04,Stanley Johnson,POWER FORWARD,23,TORONTO RAPTORS,25,0,150,22,59,7,24,9,16,7,30,20,6,4,15,16,60
johnsty01,Tyler Johnson,POINT GUARD,27,PHOENIX SUNS,31,515,8.1,0.481,0.485,0.187,2.1,9.2,5.6,13.3,1.1,1.4,11.5,17.3,-0.2,0.3,0.2,0.014,-3.0,-0.6,-3.6,-0.2,Falsejohnsty01,Tyler Johnson,POINT GUARD,27,PHOENIX SUNS,31,3,515,65,171,24,83,24,32,10,42,50,12,8,24,43,178
johnsty01,Tyler Johnson,SHOOTING GUARD,27,BROOKLYN NETS,8,194,15.6,0.552,0.456,0.228,4.4,8.4,6.4,18.6,1.0,0.4,5.4,19.8,0.4,0.1,0.6,0.144,0.6,-1.7,-1.1,0.0,Falsejohnsty01,Tyler Johnson,SHOOTING GUARD,27,BROOKLYN NETS,8,4,194,32,79,14,36,18,18,8,16,24,4,1,5,15,96
jokicni01,Nikola Jokić,CENTER,24,DENVER NUGGETS,73,2336,24.9,0.605,0.238,0.281,8.0,26.1,17.1,35.2,1.8,1.7,15.8,26.6,6.7,3.1,9.8,0.202,5.5,2.0,7.4,5.5,Falsejokicni01,Nikola Jokić,CENTER,24,DENVER NUGGETS,73,73,2336,565,1071,80,255,246,301,166,545,512,85,44,226,222,1456
jonesda03,Damian Jones,CENTER,24,ATLANTA HAWKS,55,887,15.6,0.712,0.051,0.472,8.9,16.2,12.5,5.6,1.4,3.8,11.5,11.4,2.2,0.6,2.8,0.152,-1.6,0.1,-1.5,0.1,Falsejonesda03,Damian Jones,CENTER,24,ATLANTA HAWKS,55,27,887,121,178,2,9,62,84,74,132,35,26,40,28,149,306
jonesde02,Derrick Jones Jr.,SMALL FORWARD,22,MIAMI HEAT,59,1375,14.9,0.62,0.378,0.352,5.6,13.1,9.5,6.7,2.1,2.7,6.9,13.9,2.6,1.8,4.4,0.153,-0.3,1.1,0.7,1.0,Falsejonesde02,Derrick Jones Jr.,SMALL FORWARD,22,MIAMI HEAT,59,16,1375,184,349,37,132,95,123,66,167,62,58,38,30,130,500
jonesty01,Tyus Jones,POINT GUARD,23,MEMPHIS GRIZZLIES,65,1232,15.7,0.532,0.289,0.135,0.8,7.9,4.4,32.0,2.2,0.4,10.8,17.2,1.9,1.1,3.0,0.117,0.4,0.2,0.6,0.8,Falsejonesty01,Tyus Jones,POINT GUARD,23,MEMPHIS GRIZZLIES,65,6,1232,197,429,47,124,43,58,9,94,285,59,6,55,44,484
jordade01,DeAndre Jordan,CENTER,31,BROOKLYN NETS,56,1234,19.9,0.682,0.0,0.425,12.1,34.5,23.5,12.6,0.7,3.5,17.8,14.1,3.0,2.2,5.2,0.2,1.2,1.8,3.0,1.5,Falsejordade01,DeAndre Jordan,CENTER,31,BROOKLYN NETS,56,6,1234,191,287,0,0,83,122,141,420,105,18,52,74,114,465
josepco01,Cory Joseph,POINT GUARD,28,SACRAMENTO KINGS,72,1759,10.1,0.517,0.386,0.17,2.7,9.4,6.0,19.1,1.5,1.1,15.3,12.9,1.2,1.1,2.3,0.062,-2.1,0.1,-2.0,0.0,Falsejosepco01,Cory Joseph,POINT GUARD,28,SACRAMENTO KINGS,72,26,1759,171,412,56,159,60,70,44,144,251,53,21,80,133,458
kabenmf01,Mfiondu Kabengele,CENTER,22,LOS ANGELES CLIPPERS,12,64,18.2,0.614,0.625,0.156,1.7,15.8,8.9,4.9,1.5,2.8,5.5,23.7,0.1,0.1,0.2,0.173,2.3,-0.1,2.2,0.1,Falsekabenmf01,Mfiondu Kabengele,CENTER,22,LOS ANGELES CLIPPERS,12,0,64,14,32,9,20,5,5,1,10,2,2,2,2,9,42
kaminfr01,Frank Kaminsky,CENTER,26,PHOENIX SUNS,39,777,14.2,0.545,0.404,0.293,4.9,20.4,12.6,14.3,0.9,1.1,9.6,21.0,0.7,0.7,1.4,0.087,-0.1,-0.4,-0.5,0.3,Falsekaminfr01,Frank Kaminsky,CENTER,26,PHOENIX SUNS,39,13,777,138,307,41,124,61,90,35,141,75,14,10,37,75,378
kanteen01,Enes Kanter,CENTER,27,BOSTON CELTICS,58,983,22.4,0.599,0.02,0.284,18.0,28.9,23.5,8.8,1.1,3.9,12.5,19.4,2.6,1.8,4.4,0.214,1.8,-0.3,1.5,0.9,Falsekanteen01,Enes Kanter,CENTER,27,BOSTON CELTICS,58,7,983,199,348,1,7,70,99,163,268,56,22,41,56,100,469
kennalu01,Luke Kennard,SHOOTING GUARD,23,DETROIT PISTONS,28,922,14.4,0.589,0.535,0.219,1.1,11.1,6.0,19.2,0.6,0.5,10.3,19.8,1.6,0.3,1.9,0.1,1.1,-1.4,-0.3,0.4,Falsekennalu01,Luke Kennard,SHOOTING GUARD,23,DETROIT PISTONS,28,25,922,151,342,73,183,67,75,9,89,115,12,6,43,65,442
kiddst01,Stanton Kidd,SHOOTING GUARD,27,UTAH JAZZ,4,15,-13.7,0.0,0.333,0.0,0.0,21.3,11.0,8.0,0.0,0.0,40.0,14.6,-0.1,0.0,-0.1,-0.327,-15.7,-1.3,-17.0,-0.1,Falsekiddst01,Stanton Kidd,SHOOTING GUARD,27,UTAH JAZZ,4,0,15,0,3,0,1,0,0,0,3,1,0,0,2,3,0
kiddgmi01,Michael Kidd-Gilchrist,POWER FORWARD,26,CHARLOTTE HORNETS,12,160,6.1,0.421,0.321,0.17,5.9,18.4,11.9,9.5,0.0,1.7,10.9,17.6,-0.2,0.1,-0.1,-0.028,-5.3,-1.6,-6.9,-0.2,Falsekiddgmi01,Michael Kidd-Gilchrist,POWER FORWARD,26,CHARLOTTE HORNETS,12,0,160,18,53,5,17,7,9,9,26,10,0,3,7,18,48
kiddgmi01,Michael Kidd-Gilchrist,POWER FORWARD,26,DALLAS MAVERICKS,13,121,1.7,0.395,0.231,0.385,4.4,23.1,13.9,4.0,0.8,2.1,37.2,8.5,-0.2,0.1,-0.1,-0.032,-7.6,-0.4,-8.0,-0.2,Falsekiddgmi01,Michael Kidd-Gilchrist,POWER FORWARD,26,DALLAS MAVERICKS,13,0,121,4,13,0,3,4,5,5,27,4,2,3,9,19,12
kinglo02,Louis King,SMALL FORWARD,20,DETROIT PISTONS,10,62,6.2,0.448,0.524,0.143,1.8,16.7,9.2,11.8,1.6,0.0,8.2,17.1,-0.1,0.0,0.0,-0.007,-5.1,-1.1,-6.2,-0.1,Falsekinglo02,Louis King,SMALL FORWARD,20,DETROIT PISTONS,10,0,62,8,21,4,11,0,3,1,9,5,2,0,2,10,20
klebima01,Maxi Kleber,POWER FORWARD,28,DALLAS MAVERICKS,74,1890,13.6,0.605,0.621,0.181,6.3,15.1,10.8,6.3,0.6,3.8,9.5,13.9,3.2,1.7,4.8,0.123,0.4,0.0,0.4,1.1,Falseklebima01,Maxi Kleber,POWER FORWARD,28,DALLAS MAVERICKS,74,21,1890,237,514,119,319,79,93,112,276,88,25,83,58,176,672
knighbr03,Brandon Knight,SHOOTING GUARD,28,CLEVELAND CAVALIERS,16,241,5.4,0.431,0.744,0.151,1.4,7.9,4.6,18.0,1.0,0.7,14.9,19.1,-0.3,0.0,-0.3,-0.062,-3.9,-2.7,-6.7,-0.3,Falseknighbr03,Brandon Knight,SHOOTING GUARD,28,CLEVELAND CAVALIERS,16,0,241,28,86,19,64,4,13,3,17,31,5,2,16,20,79
knighbr03,Brandon Knight,POINT GUARD,28,DETROIT PISTONS,9,221,11.9,0.576,0.827,0.259,0.5,10.4,5.4,25.6,1.1,0.4,19.6,22.2,0.1,0.1,0.2,0.046,0.5,-2.5,-2.0,0.0,Falseknighbr03,Brandon Knight,POINT GUARD,28,DETROIT PISTONS,9,3,221,31,81,26,67,16,21,1,20,38,5,1,22,20,104
knoxke01,Kevin Knox,SMALL FORWARD,20,NEW YORK KNICKS,65,1166,8.3,0.47,0.496,0.252,2.5,14.7,8.4,7.4,1.0,2.3,9.2,17.8,-0.5,0.7,0.2,0.007,-3.1,-1.1,-4.2,-0.7,Falseknoxke01,Kevin Knox,SMALL FORWARD,20,NEW YORK KNICKS,65,4,1166,144,401,65,199,66,101,28,156,61,23,28,45,106,419
konchjo01,John Konchar,SHOOTING GUARD,23,MEMPHIS GRIZZLIES,19,181,18.0,0.713,0.27,0.054,10.7,16.6,13.7,16.2,1.8,1.5,15.6,10.3,0.5,0.2,0.7,0.182,2.5,2.0,4.5,0.3,Falsekonchjo01,John Konchar,SHOOTING GUARD,23,MEMPHIS GRIZZLIES,19,0,181,24,37,5,10,1,2,18,29,22,7,3,7,7,54
korkmfu01,Furkan Korkmaz,SHOOTING GUARD,22,PHILADELPHIA 76ERS,72,1559,12.0,0.579,0.632,0.181,1.3,10.6,6.0,7.3,1.3,0.9,8.8,18.4,1.4,1.4,2.8,0.085,-0.3,-1.0,-1.3,0.3,Falsekorkmfu01,Furkan Korkmaz,SHOOTING GUARD,22,PHILADELPHIA 76ERS,72,12,1559,242,563,143,356,77,102,18,150,79,41,16,59,98,704
kornelu01,Luke Kornet,CENTER,24,CHICAGO BULLS,36,559,12.7,0.539,0.578,0.15,4.1,12.9,8.3,8.5,0.9,4.4,6.6,16.3,0.5,0.6,1.1,0.091,-0.9,-0.2,-1.2,0.1,Falsekornelu01,Luke Kornet,CENTER,24,CHICAGO BULLS,36,14,559,82,187,31,108,20,28,22,62,32,11,26,14,54,215
korveky01,Kyle Korver,SMALL FORWARD,38,MILWAUKEE BUCKS,58,960,11.3,0.62,0.809,0.14,1.6,10.4,6.3,9.2,1.2,1.1,13.4,15.4,0.9,1.5,2.5,0.124,-0.6,0.7,0.1,0.5,Falsekorveky01,Kyle Korver,SMALL FORWARD,38,MILWAUKEE BUCKS,58,1,960,126,293,99,237,35,41,15,107,68,26,12,48,78,386
kurucro01,Rodions Kurucs,POWER FORWARD,21,BROOKLYN NETS,47,684,8.9,0.555,0.508,0.215,3.9,16.6,10.4,10.4,1.7,0.6,19.2,14.7,-0.1,0.8,0.8,0.055,-3.6,0.8,-2.8,-0.1,Falsekurucro01,Rodions Kurucs,POWER FORWARD,21,BROOKLYN NETS,47,9,684,79,177,33,90,24,38,25,112,51,25,5,46,90,215
kuzmaky01,Kyle Kuzma,POWER FORWARD,24,LOS ANGELES LAKERS,61,1526,12.2,0.531,0.407,0.232,3.8,15.7,9.8,7.6,0.9,1.5,11.0,22.9,0.1,1.9,2.0,0.063,-1.6,-1.0,-2.6,-0.2,Falsekuzmaky01,Kyle Kuzma,POWER FORWARD,24,LOS ANGELES LAKERS,61,9,1526,291,668,86,272,114,155,52,221,80,28,26,91,126,782
labissk01,Skal Labissière,CENTER,23,PORTLAND TRAIL BLAZERS,33,567,15.4,0.588,0.088,0.224,12.1,19.0,15.6,10.1,0.6,4.7,15.7,14.3,1.0,0.4,1.4,0.119,-1.5,0.2,-1.3,0.1,Falselabissk01,Skal Labissière,CENTER,23,PORTLAND TRAIL BLAZERS,33,1,567,81,147,3,13,25,33,65,104,42,7,31,30,89,190
lambje01,Jeremy Lamb,SHOOTING GUARD,27,INDIANA PACERS,46,1291,14.0,0.547,0.33,0.23,2.1,14.8,8.5,10.5,2.1,1.5,8.7,19.6,0.9,1.8,2.7,0.099,-1.1,0.8,-0.4,0.5,Falselambje01,Jeremy Lamb,SHOOTING GUARD,27,INDIANA PACERS,46,42,1291,216,479,53,158,92,110,24,176,96,55,22,50,104,577
langfro01,Romeo Langford,SHOOTING GUARD,20,BOSTON CELTICS,32,370,5.4,0.434,0.338,0.313,4.4,7.4,5.9,4.5,1.0,2.0,10.8,11.8,-0.2,0.4,0.2,0.025,-4.7,-0.3,-4.9,-0.3,Falselangfro01,Romeo Langford,SHOOTING GUARD,20,BOSTON CELTICS,32,2,370,28,80,5,27,18,25,15,26,13,8,8,11,33,79
lavinza01,Zach LaVine,SHOOTING GUARD,24,CHICAGO BULLS,60,2085,19.4,0.568,0.404,0.279,2.1,13.8,7.7,21.7,2.0,1.3,13.3,31.7,1.8,2.2,4.0,0.091,3.2,-0.8,2.4,2.4,Falselavinza01,Zach LaVine,SHOOTING GUARD,24,CHICAGO BULLS,60,60,2085,539,1199,184,484,268,334,41,248,254,88,28,206,131,1530
lawvi01,Vic Law,POWER FORWARD,24,ORLANDO MAGIC,8,62,3.7,0.363,0.389,0.333,3.4,16.2,9.6,6.7,1.6,0.0,8.8,15.8,-0.1,0.1,-0.1,-0.052,-7.1,-2.5,-9.6,-0.1,Falselawvi01,Vic Law,POWER FORWARD,24,ORLANDO MAGIC,8,0,62,6,18,1,7,2,6,2,9,3,2,0,2,6,15
laymaja01,Jake Layman,SMALL FORWARD,25,MINNESOTA TIMBERWOLVES,23,505,10.3,0.544,0.402,0.179,3.4,8.7,6.0,4.4,1.6,1.6,11.1,17.7,0.0,0.3,0.3,0.03,-2.7,-1.0,-3.7,-0.2,Falselaymaja01,Jake Layman,SMALL FORWARD,25,MINNESOTA TIMBERWOLVES,23,2,505,81,179,24,72,24,32,17,40,15,17,10,24,47,210
leaftj01,T.J. Leaf,POWER FORWARD,22,INDIANA PACERS,28,222,12.9,0.451,0.209,0.186,11.5,23.5,17.5,5.7,2.2,1.6,7.9,20.0,-0.1,0.4,0.3,0.061,-2.5,0.1,-2.4,0.0,Falseleaftj01,T.J. Leaf,POWER FORWARD,22,INDIANA PACERS,28,1,222,36,86,5,18,7,16,23,48,9,10,4,8,22,84
