slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_playerslug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
forbebr01,Bryn Forbes,SHOOTING GUARD,25,SAN ANTONIO SPURS,82,2293,12.0,0.586,0.522,0.099,0.9,10.4,5.7,10.6,1.0,0.1,8.8,17.4,2.5,1.3,3.8,0.079,1.0,-1.7,-0.7,0.7forbebr01,Bryn Forbes,SHOOTING GUARD,25,SAN ANTONIO SPURS,82,81,2293,361,791,176,413,69,78,18,221,175,45,4,80,159
fournev01,Evan Fournier,SHOOTING GUARD,26,ORLANDO MAGIC,81,2553,12.3,0.536,0.421,0.159,1.6,9.4,5.4,17.6,1.4,0.4,11.9,22.1,0.8,2.5,3.2,0.061,-0.4,-1.1,-1.5,0.3fournev01,Evan Fournier,SHOOTING GUARD,26,ORLANDO MAGIC,81,81,2553,468,1069,153,450,137,170,38,220,295,71,12,154,225
foxde01,De'Aaron Fox,POINT GUARD,21,SACRAMENTO KINGS,81,2546,18.1,0.544,0.211,0.378,1.7,10.8,6.2,33.2,2.4,1.5,15.0,24.5,3.2,2.5,5.6,0.106,1.1,0.0,1.1,2.0foxde01,De'Aaron Fox,POINT GUARD,21,SACRAMENTO KINGS,81,81,2546,505,1102,86,232,303,417,43,261,590,133,45,227,204
frazime01,Melvin Frazier,SHOOTING GUARD,22,ORLANDO MAGIC,10,44,1.2,0.33,0.286,0.19,7.2,4.9,6.1,3.3,1.1,0.0,4.2,23.5,-0.2,0.0,-0.1,-0.133,-8.4,-4.5,-12.9,-0.1frazime01,Melvin Frazier,SHOOTING GUARD,22,ORLANDO MAGIC,10,0,44,7,21,0,6,1,4,3,2,1,1,0,1,6
fraziti01,Tim Frazier,POINT GUARD,28,NEW ORLEANS PELICANS,47,909,11.6,0.552,0.395,0.21,3.7,11.8,7.8,28.0,1.3,0.4,22.0,12.3,1.1,0.4,1.5,0.081,-0.9,-1.3,-2.2,0.0fraziti01,Tim Frazier,POINT GUARD,28,NEW ORLEANS PELICANS,47,17,909,88,195,27,77,32,41,32,105,206,25,4,60,93
fraziti01,Tim Frazier,POINT GUARD,28,MILWAUKEE BUCKS,12,211,11.8,0.523,0.364,0.197,4.6,10.0,7.5,26.0,1.1,0.4,18.2,17.4,0.2,0.3,0.4,0.097,-1.7,-1.0,-2.7,0.0fraziti01,Tim Frazier,POINT GUARD,28,MILWAUKEE BUCKS,12,2,211,28,66,10,24,9,13,9,22,42,5,1,16,19
fredeji01,Jimmer Fredette,SHOOTING GUARD,29,PHOENIX SUNS,6,65,3.6,0.348,0.448,0.207,1.7,10.4,6.0,17.5,2.2,0.0,13.6,24.2,-0.2,0.0,-0.2,-0.166,-7.6,-3.5,-11.1,-0.1fredeji01,Jimmer Fredette,SHOOTING GUARD,29,PHOENIX SUNS,6,0,65,8,29,0,13,6,6,1,6,8,3,0,5,5
fryech01,Channing Frye,CENTER,35,CLEVELAND CAVALIERS,36,341,8.9,0.524,0.675,0.12,1.2,16.4,8.5,8.6,0.9,1.3,9.5,17.5,0.1,0.0,0.1,0.016,-1.9,-2.9,-4.8,-0.2fryech01,Channing Frye,CENTER,35,CLEVELAND CAVALIERS,36,6,341,43,117,32,79,11,14,4,48,20,6,5,13,44
fultzma01,Markelle Fultz,SHOOTING GUARD,20,PHILADELPHIA 76ERS,19,427,10.5,0.452,0.09,0.239,6.6,10.6,8.7,19.5,1.9,0.9,12.7,19.3,-0.1,0.4,0.3,0.035,-2.9,-0.1,-3.1,-0.1fultzma01,Markelle Fultz,SHOOTING GUARD,20,PHILADELPHIA 76ERS,19,15,427,65,155,4,14,21,37,26,44,59,17,5,25,52
gallida01,Danilo Gallinari,SMALL FORWARD,30,LOS ANGELES CLIPPERS,68,2059,21.0,0.633,0.421,0.459,2.9,18.1,10.7,13.2,1.1,0.9,8.5,23.8,6.4,1.8,8.2,0.191,4.2,-1.2,2.9,2.6gallida01,Danilo Gallinari,SMALL FORWARD,30,LOS ANGELES CLIPPERS,68,68,2059,409,884,161,372,367,406,54,363,178,49,23,99,129
gallola01,Langston Galloway,SHOOTING GUARD,27,DETROIT PISTONS,80,1745,10.7,0.534,0.647,0.164,3.0,7.9,5.4,7.3,1.0,0.4,3.7,16.1,2.1,1.3,3.4,0.094,0.2,-1.6,-1.3,0.3gallola01,Langston Galloway,SHOOTING GUARD,27,DETROIT PISTONS,80,4,1745,228,587,135,380,81,96,49,122,85,37,8,24,135
garrebi01,Billy Garrett,SHOOTING GUARD,24,NEW YORK KNICKS,4,63,9.8,0.452,0.296,0.148,0.0,5.1,2.5,18.0,0.8,1.3,6.5,20.9,0.0,0.0,0.0,-0.019,-4.0,-4.4,-8.4,-0.1garrebi01,Billy Garrett,SHOOTING GUARD,24,NEW YORK KNICKS,4,0,63,11,27,0,8,4,4,0,3,7,1,1,2,3
gasolma01,Marc Gasol,CENTER,34,MEMPHIS GRIZZLIES,53,1788,16.9,0.541,0.324,0.294,3.5,25.5,14.3,22.6,1.7,3.3,13.4,22.3,1.0,2.8,3.9,0.104,-0.3,3.0,2.7,2.1gasolma01,Marc Gasol,CENTER,34,MEMPHIS GRIZZLIES,53,53,1788,303,683,76,221,152,201,56,399,248,60,63,119,147
gasolma01,Marc Gasol,CENTER,34,TORONTO RAPTORS,26,648,16.0,0.565,0.278,0.278,4.1,24.0,14.3,21.2,1.8,2.9,14.6,16.3,0.9,1.2,2.1,0.157,-0.3,3.5,3.2,0.9gasolma01,Marc Gasol,CENTER,34,TORONTO RAPTORS,26,19,648,87,187,23,52,40,52,24,148,101,24,23,36,70
gasolpa01,Pau Gasol,CENTER,38,SAN ANTONIO SPURS,27,330,18.0,0.544,0.114,0.432,7.3,34.4,21.0,20.2,0.7,3.6,11.8,15.8,0.6,0.5,1.1,0.16,-1.4,2.8,1.5,0.3gasolpa01,Pau Gasol,CENTER,38,SAN ANTONIO SPURS,27,6,330,41,88,5,10,27,38,22,105,50,5,14,14,28
gasolpa01,Pau Gasol,CENTER,38,MILWAUKEE BUCKS,3,30,1.7,0.291,0.5,0.333,0.0,31.9,16.9,7.7,0.0,2.8,22.5,12.4,-0.1,0.1,0.0,-0.063,-10.7,1.6,-9.1,-0.1gasolpa01,Pau Gasol,CENTER,38,MILWAUKEE BUCKS,3,0,30,1,6,1,3,1,2,0,10,2,0,1,2,1
gayru01,Rudy Gay,POWER FORWARD,32,SAN ANTONIO SPURS,69,1842,17.5,0.583,0.247,0.197,3.8,23.9,13.9,14.7,1.4,1.6,12.3,22.1,2.2,2.2,4.4,0.115,0.2,0.8,1.0,1.4gayru01,Rudy Gay,POWER FORWARD,32,SAN ANTONIO SPURS,69,51,1842,376,746,74,184,120,147,63,407,182,54,34,114,159
georgpa01,Paul George,SMALL FORWARD,28,OKLAHOMA CITY THUNDER,77,2841,23.3,0.583,0.469,0.335,3.7,19.6,11.4,17.7,2.8,1.0,10.0,29.5,7.0,4.9,11.9,0.201,4.7,0.7,5.5,5.3georgpa01,Paul George,SMALL FORWARD,28,OKLAHOMA CITY THUNDER,77,77,2841,707,1614,292,757,453,540,105,523,318,170,34,205,214
gibsota01,Taj Gibson,POWER FORWARD,33,MINNESOTA TIMBERWOLVES,70,1686,17.8,0.612,0.063,0.33,10.8,18.3,14.5,7.3,1.5,2.0,10.6,17.2,3.7,1.4,5.1,0.144,0.8,0.2,1.0,1.3gibsota01,Taj Gibson,POWER FORWARD,33,MINNESOTA TIMBERWOLVES,70,57,1686,304,537,11,34,134,177,172,286,84,53,39,73,186
gilesha01,Harry Giles,POWER FORWARD,20,SACRAMENTO KINGS,58,820,14.4,0.526,0.017,0.261,8.1,20.1,14.0,15.2,1.8,2.3,15.8,23.2,0.0,1.0,1.0,0.056,-3.0,0.9,-2.1,0.0gilesha01,Harry Giles,POWER FORWARD,20,SACRAMENTO KINGS,58,0,820,175,348,0,6,58,91,66,156,85,31,22,73,150
gilgesh01,Shai Gilgeous-Alexander,POINT GUARD,20,LOS ANGELES CLIPPERS,82,2174,13.4,0.554,0.194,0.272,2.9,8.3,5.7,17.8,2.1,1.6,15.0,18.3,1.5,1.9,3.3,0.074,-0.6,0.2,-0.3,0.9gilgesh01,Shai Gilgeous-Alexander,POINT GUARD,20,LOS ANGELES CLIPPERS,82,73,2174,341,716,51,139,156,195,57,175,270,96,45,141,175
goberru01,Rudy Gobert,CENTER,26,UTAH JAZZ,81,2577,24.6,0.682,0.0,0.733,13.2,30.2,21.9,9.6,1.2,5.8,12.1,17.8,8.7,5.7,14.4,0.268,2.0,5.1,7.0,5.9goberru01,Rudy Gobert,CENTER,26,UTAH JAZZ,81,80,2577,476,712,0,0,332,522,309,732,161,66,187,130,231
goodwbr01,Brandon Goodwin,POINT GUARD,23,DENVER NUGGETS,16,57,8.3,0.413,0.261,0.478,1.9,3.8,2.8,32.1,0.0,0.0,9.7,23.1,0.0,0.0,0.0,0.021,-4.5,-6.4,-10.9,-0.1goodwbr01,Brandon Goodwin,POINT GUARD,23,DENVER NUGGETS,16,0,57,6,23,2,6,9,11,1,2,14,0,0,3,7
gordoaa01,Aaron Gordon,POWER FORWARD,23,ORLANDO MAGIC,78,2633,15.1,0.538,0.332,0.242,5.2,18.4,11.7,16.6,1.1,1.8,12.3,21.8,1.8,3.3,5.1,0.093,-0.2,1.2,1.0,2.0gordoaa01,Aaron Gordon,POWER FORWARD,23,ORLANDO MAGIC,78,78,2633,470,1046,121,347,185,253,129,445,289,57,56,162,172
gordoer01,Eric Gordon,SHOOTING GUARD,30,HOUSTON ROCKETS,68,2158,12.2,0.549,0.64,0.162,0.9,6.9,3.8,9.4,0.9,1.1,8.2,22.0,1.7,1.0,2.6,0.059,0.0,-2.9,-2.9,-0.5gordoer01,Eric Gordon,SHOOTING GUARD,30,HOUSTON ROCKETS,68,53,2158,384,938,216,600,119,152,17,131,129,41,27,90,143
gortama01,Marcin Gortat,CENTER,34,LOS ANGELES CLIPPERS,47,751,12.8,0.562,0.0,0.258,9.8,26.5,18.4,12.0,0.4,2.5,19.4,14.4,0.6,0.8,1.4,0.089,-2.5,1.4,-1.1,0.2gortama01,Marcin Gortat,CENTER,34,LOS ANGELES CLIPPERS,47,43,751,99,186,0,0,35,48,67,194,65,6,24,50,92
grahade01,Devonte' Graham,POINT GUARD,23,CHARLOTTE HORNETS,46,676,10.3,0.459,0.56,0.213,1.6,8.6,5.0,24.8,1.7,0.3,11.3,17.0,0.2,0.3,0.5,0.035,-1.6,-2.7,-4.3,-0.4grahade01,Devonte' Graham,POINT GUARD,23,CHARLOTTE HORNETS,46,3,676,74,216,34,121,35,46,10,53,121,23,2,30,48
grahatr01,Treveon Graham,SHOOTING GUARD,25,BROOKLYN NETS,35,715,6.1,0.458,0.67,0.115,3.4,12.3,7.9,6.5,0.9,0.8,7.8,12.8,-0.1,0.6,0.5,0.033,-2.8,-0.1,-2.9,-0.2grahatr01,Treveon Graham,SHOOTING GUARD,25,BROOKLYN NETS,35,21,715,64,191,38,128,18,22,23,84,34,13,7,17,68
grantje01,Jerami Grant,POWER FORWARD,24,OKLAHOMA CITY THUNDER,80,2612,13.8,0.592,0.356,0.269,3.7,13.1,8.2,4.2,1.1,3.2,6.8,15.4,4.0,3.3,7.3,0.134,-0.6,0.9,0.3,1.5grantje01,Jerami Grant,POWER FORWARD,24,OKLAHOMA CITY THUNDER,80,77,2612,409,823,115,293,157,221,96,321,79,61,100,67,214
grantje02,Jerian Grant,POINT GUARD,26,ORLANDO MAGIC,60,939,10.8,0.526,0.5,0.182,2.1,9.1,5.6,22.4,2.3,0.5,17.7,13.4,0.5,1.1,1.7,0.085,-1.9,-0.1,-2.0,0.0grantje02,Jerian Grant,POINT GUARD,26,ORLANDO MAGIC,60,1,939,92,220,40,110,26,40,19,79,156,44,6,51,78
grantdo01,Donte Grantham,SMALL FORWARD,23,OKLAHOMA CITY THUNDER,3,2,-38.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.7,0.0,0.0,0.0,-0.946,-25.2,-13.6,-38.9,0.0grantdo01,Donte Grantham,SMALL FORWARD,23,OKLAHOMA CITY THUNDER,3,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0
greenda02,Danny Green,SHOOTING GUARD,31,TORONTO RAPTORS,80,2216,13.0,0.632,0.69,0.07,3.0,12.2,7.7,7.7,1.6,2.0,10.4,14.1,3.0,2.9,5.9,0.128,1.7,1.2,2.9,2.7greenda02,Danny Green,SHOOTING GUARD,31,TORONTO RAPTORS,80,80,2216,293,630,198,435,37,44,60,257,126,73,53,75,171
greendr01,Draymond Green,POWER FORWARD,28,GOLDEN STATE WARRIORS,66,2065,12.9,0.526,0.391,0.216,3.2,20.8,12.4,26.8,2.2,2.8,26.8,13.1,1.1,3.2,4.3,0.1,-1.4,3.4,2.0,2.1greendr01,Draymond Green,POWER FORWARD,28,GOLDEN STATE WARRIORS,66,66,2065,188,422,47,165,63,91,60,421,454,95,70,169,197
greenge01,Gerald Green,SHOOTING GUARD,33,HOUSTON ROCKETS,73,1473,11.4,0.555,0.763,0.118,2.2,11.7,6.8,4.1,1.1,1.6,8.3,19.5,0.9,1.0,1.9,0.061,-0.8,-2.6,-3.4,-0.5greenge01,Gerald Green,SHOOTING GUARD,33,HOUSTON ROCKETS,73,0,1473,231,578,156,441,57,68,30,152,40,33,27,55,126
greenja01,JaMychal Green,POWER FORWARD,28,MEMPHIS GRIZZLIES,41,900,14.9,0.58,0.308,0.256,8.8,22.8,15.7,6.5,1.8,2.7,15.6,20.4,0.4,1.4,1.8,0.094,-2.1,0.6,-1.4,0.1greenja01,JaMychal Green,POWER FORWARD,28,MEMPHIS GRIZZLIES,41,4,900,151,312,38,96,63,80,72,180,36,33,26,64,123
greenja01,JaMychal Green,POWER FORWARD,28,LOS ANGELES CLIPPERS,24,471,14.3,0.6,0.488,0.128,7.4,27.3,17.7,4.3,1.2,1.3,11.7,17.6,0.5,0.6,1.1,0.113,-0.4,-1.3,-1.7,0.0greenja01,JaMychal Green,POWER FORWARD,28,LOS ANGELES CLIPPERS,24,2,471,79,164,33,80,17,21,32,125,14,12,8,23,70
greenje02,Jeff Green,POWER FORWARD,32,WASHINGTON WIZARDS,77,2097,13.6,0.608,0.466,0.3,2.9,13.3,8.0,9.2,1.0,1.6,11.5,17.8,2.8,0.8,3.6,0.083,0.2,-1.4,-1.2,0.4greenje02,Jeff Green,POWER FORWARD,32,WASHINGTON WIZARDS,77,44,2097,326,687,111,320,183,206,57,252,137,43,39,101,160
griffbl01,Blake Griffin,POWER FORWARD,29,DETROIT PISTONS,75,2622,21.0,0.581,0.389,0.41,4.0,20.1,11.8,27.1,1.0,0.9,13.8,30.2,5.1,2.9,8.0,0.147,4.2,0.4,4.6,4.4griffbl01,Blake Griffin,POWER FORWARD,29,DETROIT PISTONS,75,75,2622,619,1341,189,522,414,550,100,465,402,52,28,253,199
hamilda02,Daniel Hamilton,SHOOTING GUARD,23,ATLANTA HAWKS,19,204,7.1,0.455,0.383,0.1,5.0,19.5,12.1,14.5,1.4,0.4,20.3,15.7,-0.2,0.1,-0.1,-0.024,-5.0,-0.9,-5.8,-0.2hamilda02,Daniel Hamilton,SHOOTING GUARD,23,ATLANTA HAWKS,19,3,204,23,60,8,23,3,6,10,37,22,6,1,16,19
hannadu01,Dusty Hannahs,SHOOTING GUARD,25,MEMPHIS GRIZZLIES,2,26,4.5,0.311,0.417,0.167,0.0,4.4,2.2,28.8,1.9,0.0,7.2,23.9,-0.1,0.0,-0.1,-0.125,-7.2,-5.1,-12.2,-0.1hannadu01,Dusty Hannahs,SHOOTING GUARD,25,MEMPHIS GRIZZLIES,2,0,26,3,12,0,5,2,2,0,1,5,1,0,1,1
hardati02,Tim Hardaway,SHOOTING GUARD,26,NEW YORK KNICKS,46,1499,14.4,0.531,0.464,0.321,1.8,9.7,5.6,13.5,1.4,0.3,8.9,25.9,1.0,0.5,1.5,0.048,0.9,-3.0,-2.0,0.0hardati02,Tim Hardaway,SHOOTING GUARD,26,NEW YORK KNICKS,46,46,1499,282,726,117,337,199,233,26,135,122,42,6,81,106
hardati02,Tim Hardaway,SHOOTING GUARD,26,DALLAS MAVERICKS,19,558,11.6,0.514,0.524,0.161,1.4,10.3,5.9,10.9,1.0,0.3,7.7,23.9,0.0,0.4,0.4,0.03,-0.8,-2.5,-3.3,-0.2hardati02,Tim Hardaway,SHOOTING GUARD,26,DALLAS MAVERICKS,19,17,558,108,267,45,140,33,43,7,54,37,12,2,24,35
hardeja01,James Harden,POINT GUARD,29,HOUSTON ROCKETS,78,2867,30.6,0.616,0.539,0.449,2.5,17.8,10.0,39.5,2.7,1.7,14.5,40.5,11.4,3.8,15.2,0.254,10.5,1.1,11.7,9.9hardeja01,James Harden,POINT GUARD,29,HOUSTON ROCKETS,78,78,2867,843,1909,378,1028,754,858,66,452,586,158,58,387,244
harklma01,Maurice Harkless,SMALL FORWARD,25,PORTLAND TRAIL BLAZERS,60,1415,13.2,0.547,0.309,0.188,5.9,14.1,10.1,7.1,2.3,3.0,9.7,13.9,1.5,1.9,3.4,0.114,-0.1,2.3,2.2,1.5harklma01,Maurice Harkless,SMALL FORWARD,25,PORTLAND TRAIL BLAZERS,60,53,1415,189,388,33,120,49,73,77,192,74,67,53,45,163
harremo01,Montrezl Harrell,CENTER,25,LOS ANGELES CLIPPERS,82,2158,23.4,0.636,0.019,0.466,9.3,16.7,13.1,12.5,1.6,4.0,11.0,23.5,6.1,2.6,8.7,0.193,2.6,1.6,4.2,3.4harremo01,Montrezl Harrell,CENTER,25,LOS ANGELES CLIPPERS,82,5,2158,546,888,3,17,266,414,184,351,162,71,110,132,255
harride01,Devin Harris,POINT GUARD,35,DALLAS MAVERICKS,68,1071,10.7,0.527,0.576,0.386,1.2,9.9,5.6,16.7,1.6,1.3,12.1,18.5,0.6,0.9,1.5,0.068,-1.3,-0.9,-2.2,-0.1harride01,Devin Harris,POINT GUARD,35,DALLAS MAVERICKS,68,2,1071,132,347,62,200,102,134,12,100,122,35,16,56,133
harriga01,Gary Harris,SHOOTING GUARD,24,DENVER NUGGETS,57,1639,12.2,0.526,0.38,0.226,2.7,7.9,5.3,11.0,1.6,1.0,8.9,20.0,1.1,1.5,2.6,0.076,-0.7,-1.0,-1.8,0.1harriga01,Gary Harris,SHOOTING GUARD,24,DENVER NUGGETS,57,48,1639,270,637,82,242,115,144,41,119,127,55,19,68,113
harrijo01,Joe Harris,SHOOTING GUARD,27,BROOKLYN NETS,76,2293,13.5,0.645,0.516,0.178,2.4,10.9,6.7,11.9,0.8,0.6,13.0,17.0,3.8,1.7,5.5,0.116,1.4,-0.5,1.0,1.7harrijo01,Joe Harris,SHOOTING GUARD,27,BROOKLYN NETS,76,76,2293,374,748,183,386,110,133,52,239,181,38,17,121,182
harrito02,Tobias Harris,POWER FORWARD,26,LOS ANGELES CLIPPERS,55,1903,18.2,0.605,0.302,0.256,2.1,21.3,12.0,12.5,1.0,1.0,10.3,23.5,3.2,1.8,5.0,0.127,1.6,-0.5,1.1,1.5harrito02,Tobias Harris,POWER FORWARD,26,LOS ANGELES CLIPPERS,55,55,1903,424,855,112,258,192,219,37,395,150,40,24,109,123
harrito02,Tobias Harris,POWER FORWARD,26,PHILADELPHIA 76ERS,27,944,15.3,0.562,0.338,0.221,3.7,19.7,11.9,12.6,0.6,1.1,8.8,21.3,1.2,0.9,2.1,0.105,0.1,-0.8,-0.7,0.3harrito02,Tobias Harris,POWER FORWARD,26,PHILADELPHIA 76ERS,27,27,944,187,399,44,135,74,88,32,181,79,11,13,42,61
harrian01,Andrew Harrison,POINT GUARD,24,MEMPHIS GRIZZLIES,1,5,4.6,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.9,0.0,0.0,0.0,-0.013,-4.1,-6.2,-10.3,0.0harrian01,Andrew Harrison,POINT GUARD,24,MEMPHIS GRIZZLIES,1,0,5,1,2,0,1,0,0,0,0,0,0,0,0,1
harrian01,Andrew Harrison,POINT GUARD,24,CLEVELAND CAVALIERS,10,144,6.6,0.467,0.359,0.41,3.0,8.9,5.8,16.3,1.4,1.2,17.8,17.0,-0.1,0.0,-0.1,-0.022,-4.0,-2.2,-6.2,-0.2harrian01,Andrew Harrison,POINT GUARD,24,CLEVELAND CAVALIERS,10,0,144,12,39,3,14,16,16,4,11,17,4,2,10,26
harrian01,Andrew Harrison,POINT GUARD,24,NEW ORLEANS PELICANS,6,38,3.1,0.349,0.833,0.167,5.5,8.1,6.8,22.3,0.0,0.0,13.4,16.1,0.0,0.0,0.0,-0.051,-3.1,-4.3,-7.4,-0.1harrian01,Andrew Harrison,POINT GUARD,24,NEW ORLEANS PELICANS,6,0,38,3,12,2,10,1,2,2,3,7,0,0,2,7
harrish01,Shaquille Harrison,POINT GUARD,25,CHICAGO BULLS,73,1430,12.4,0.494,0.209,0.289,2.5,14.5,8.4,14.1,3.0,1.8,11.1,16.5,-0.1,1.6,1.4,0.048,-2.7,1.4,-1.3,0.2harrish01,Shaquille Harrison,POINT GUARD,25,CHICAGO BULLS,73,11,1430,184,426,24,89,82,123,33,189,139,89,30,60,124
hartjo01,Josh Hart,SHOOTING GUARD,23,LOS ANGELES LAKERS,67,1715,9.3,0.526,0.591,0.172,2.2,12.6,7.5,7.0,1.7,1.9,10.4,13.5,0.2,1.9,2.1,0.059,-1.8,1.1,-0.7,0.6hartjo01,Josh Hart,SHOOTING GUARD,23,LOS ANGELES LAKERS,67,22,1715,189,464,92,274,55,80,35,213,93,64,40,58,147
harteis01,Isaiah Hartenstein,POWER FORWARD,20,HOUSTON ROCKETS,28,221,10.0,0.562,0.146,0.341,10.3,13.3,11.8,9.4,1.6,4.6,21.6,11.8,0.2,0.3,0.5,0.101,-3.0,2.4,-0.6,0.1harteis01,Isaiah Hartenstein,POWER FORWARD,20,HOUSTON ROCKETS,28,0,221,20,41,2,6,11,14,21,26,15,7,12,13,56
hasleud01,Udonis Haslem,CENTER,38,MIAMI HEAT,10,74,3.6,0.36,0.364,0.121,4.3,34.5,19.4,4.0,0.0,0.0,7.9,21.9,-0.2,0.1,-0.1,-0.075,-10.2,-3.9,-14.1,-0.2hasleud01,Udonis Haslem,CENTER,38,MIAMI HEAT,10,1,74,11,33,0,12,3,4,3,24,2,0,0,3,9
haywago01,Gordon Hayward,POWER FORWARD,28,BOSTON CELTICS,72,1863,15.6,0.575,0.364,0.294,2.9,15.5,9.2,18.4,1.6,1.1,12.8,19.0,2.6,2.3,4.9,0.126,0.1,0.4,0.5,1.2haywago01,Gordon Hayward,POWER FORWARD,28,BOSTON CELTICS,72,18,1863,296,635,77,231,156,187,51,271,244,62,23,105,104
hensojo01,John Henson,CENTER,28,MILWAUKEE BUCKS,14,188,17.1,0.553,0.463,0.149,9.2,28.0,19.2,10.1,1.7,4.9,14.4,18.6,0.1,0.4,0.6,0.146,-1.8,3.1,1.3,0.2hensojo01,John Henson,CENTER,28,MILWAUKEE BUCKS,14,0,188,31,67,11,31,6,10,16,55,14,7,11,12,16
hernaju01,Juan Hernangómez,POWER FORWARD,23,DENVER NUGGETS,70,1358,11.0,0.58,0.576,0.274,5.1,16.1,10.6,5.3,1.0,1.6,9.5,12.2,1.6,1.4,3.0,0.105,-0.9,0.0,-0.9,0.4hernaju01,Juan Hernangómez,POWER FORWARD,23,DENVER NUGGETS,70,25,1358,138,314,66,181,66,86,64,201,55,27,24,37,94
hernawi01,Willy Hernangómez,CENTER,24,CHARLOTTE HORNETS,58,812,20.4,0.587,0.132,0.488,15.3,26.3,20.7,11.5,1.0,2.1,13.9,22.1,1.8,0.8,2.6,0.153,0.2,-0.4,-0.2,0.4hernawi01,Willy Hernangómez,CENTER,24,CHARLOTTE HORNETS,58,3,812,153,295,15,39,100,144,117,194,60,16,20,58,98
hezonma01,Mario Hezonja,SMALL FORWARD,23,NEW YORK KNICKS,58,1206,10.8,0.497,0.328,0.246,2.4,18.7,10.4,11.5,2.3,0.6,14.6,21.3,-1.1,1.1,-0.1,-0.003,-3.6,-0.4,-4.0,-0.6hezonma01,Mario Hezonja,SMALL FORWARD,23,NEW YORK KNICKS,58,24,1206,191,464,42,152,87,114,28,211,88,57,8,88,110
hicksis01,Isaiah Hicks,POWER FORWARD,24,NEW YORK KNICKS,3,32,17.4,0.588,0.0,0.625,6.4,16.7,11.4,9.4,1.5,7.9,8.9,15.0,0.1,0.0,0.1,0.153,-2.6,3.2,0.6,0.0hicksis01,Isaiah Hicks,POWER FORWARD,24,NEW YORK KNICKS,3,0,32,4,8,0,0,4,5,2,5,2,1,3,1,5
hieldbu01,Buddy Hield,SHOOTING GUARD,26,SACRAMENTO KINGS,82,2615,17.5,0.587,0.479,0.142,4.1,12.4,8.1,11.9,1.0,1.1,9.2,25.1,4.3,1.6,5.9,0.108,3.1,-2.0,1.1,2.1hieldbu01,Buddy Hield,SHOOTING GUARD,26,SACRAMENTO KINGS,82,82,2615,623,1360,278,651,171,193,106,306,205,58,33,146,202
highsha01,Haywood Highsmith,SMALL FORWARD,22,PHILADELPHIA 76ERS,5,40,4.5,0.414,0.5,0.2,0.0,12.9,6.6,6.6,1.2,0.0,8.4,12.4,0.0,0.0,0.0,-0.023,-5.5,-1.8,-7.3,-0.1highsha01,Haywood Highsmith,SMALL FORWARD,22,PHILADELPHIA 76ERS,5,0,40,4,10,1,5,0,2,0,5,2,1,0,1,1
hilarne01,Nenê Hilário,CENTER,36,HOUSTON ROCKETS,42,546,11.9,0.552,0.026,0.405,6.7,18.4,12.5,6.8,1.6,2.3,7.4,11.7,0.8,0.6,1.4,0.123,-3.0,1.1,-2.0,0.0hilarne01,Nenê Hilário,CENTER,36,HOUSTON ROCKETS,42,2,546,60,116,0,3,31,47,34,89,26,18,15,11,87
hillge01,George Hill,POINT GUARD,32,CLEVELAND CAVALIERS,13,344,13.5,0.604,0.262,0.187,3.7,5.1,4.4,16.2,1.7,0.3,14.7,17.3,0.5,0.0,0.5,0.066,0.3,-2.6,-2.3,0.0hillge01,George Hill,POINT GUARD,32,CLEVELAND CAVALIERS,13,13,344,55,107,13,28,17,20,12,15,36,12,1,20,35
hillge01,George Hill,POINT GUARD,32,MILWAUKEE BUCKS,47,958,11.6,0.534,0.465,0.242,3.0,9.4,6.4,13.3,1.9,0.6,9.4,14.4,1.0,1.4,2.3,0.117,-0.9,0.4,-0.5,0.4hillge01,George Hill,POINT GUARD,32,MILWAUKEE BUCKS,47,0,958,115,269,35,125,53,65,27,94,99,40,7,31,67
hillso01,Solomon Hill,SMALL FORWARD,27,NEW ORLEANS PELICANS,44,878,6.8,0.497,0.567,0.18,4.1,11.5,7.8,7.6,1.2,0.9,13.9,10.4,0.1,0.4,0.5,0.029,-2.1,-0.2,-2.3,-0.1hillso01,Solomon Hill,SMALL FORWARD,27,NEW ORLEANS PELICANS,44,15,878,68,178,32,101,23,32,34,99,55,23,10,31,80
