slug,name,positions,age,team,games_played,minutes_played,player_efficiency_rating,true_shooting_percentage,three_point_attempt_rate,free_throw_attempt_rate,offensive_rebound_percentage,defensive_rebound_percentage,total_rebound_percentage,assist_percentage,steal_percentage,block_percentage,turnover_percentage,usage_percentage,offensive_win_shares,defensive_win_shares,win_shares,win_shares_per_48_minutes,offensive_box_plus_minus,defensive_box_plus_minus,box_plus_minus,value_over_replacement_playerslug,name,positions,age,team,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
kornelu01,Luke Kornet,POWER FORWARD,23,NEW YORK KNICKS,46,784,14.8,0.531,0.682,0.163,3.6,14.6,9.0,10.5,1.7,4.5,7.6,17.9,0.6,0.7,1.4,0.083,0.1,0.6,0.7,0.5kornelu01,Luke Kornet,POWER FORWARD,23,NEW YORK KNICKS,46,18,784,107,283,70,193,38,46,28,107,54,27,42,25,41
korveky01,Kyle Korver,POWER FORWARD,37,CLEVELAND CAVALIERS,16,251,11.3,0.65,0.711,0.211,0.0,13.4,6.4,10.1,0.6,0.7,17.0,17.4,0.2,0.0,0.2,0.043,-0.3,-3.4,-3.7,-0.1korveky01,Kyle Korver,POWER FORWARD,37,CLEVELAND CAVALIERS,16,0,251,35,76,25,54,13,16,0,29,17,3,2,17,22
korveky01,Kyle Korver,SHOOTING GUARD,37,UTAH JAZZ,54,1083,11.2,0.569,0.722,0.14,0.9,12.2,6.7,8.6,1.0,0.7,8.9,18.7,0.8,1.3,2.0,0.091,0.1,-1.0,-1.0,0.3korveky01,Kyle Korver,SHOOTING GUARD,37,UTAH JAZZ,54,0,1083,166,407,113,294,47,57,9,124,64,22,10,42,84
koufoko01,Kosta Koufos,CENTER,29,SACRAMENTO KINGS,42,502,12.3,0.477,0.0,0.157,10.4,26.3,18.2,9.5,1.4,3.1,14.2,15.7,0.0,0.7,0.7,0.063,-4.3,1.8,-2.5,-0.1koufoko01,Kosta Koufos,CENTER,29,SACRAMENTO KINGS,42,1,502,73,153,0,0,10,24,52,125,36,15,18,27,68
kurucro01,Rodions Kurucs,SMALL FORWARD,20,BROOKLYN NETS,63,1294,11.0,0.545,0.41,0.205,4.6,15.4,10.0,6.0,1.5,1.5,13.6,18.4,0.1,1.5,1.6,0.059,-2.6,0.2,-2.4,-0.1kurucro01,Rodions Kurucs,SMALL FORWARD,20,BROOKLYN NETS,63,46,1294,202,449,58,184,72,92,56,190,52,41,25,77,146
kuzmaky01,Kyle Kuzma,POWER FORWARD,23,LOS ANGELES LAKERS,70,2314,14.0,0.546,0.388,0.23,2.7,14.1,8.5,11.5,0.8,0.9,10.0,23.8,1.2,1.9,3.1,0.065,-0.3,-1.3,-1.7,0.2kuzmaky01,Kyle Kuzma,POWER FORWARD,23,LOS ANGELES LAKERS,70,68,2314,496,1087,128,422,188,250,60,322,178,41,26,133,170
labissk01,Skal Labissière,POWER FORWARD,22,SACRAMENTO KINGS,13,113,7.0,0.517,0.367,0.367,3.6,18.7,10.9,6.8,0.8,2.3,16.7,15.3,-0.1,0.1,0.0,0.018,-4.7,-0.5,-5.2,-0.1labissk01,Skal Labissière,POWER FORWARD,22,SACRAMENTO KINGS,13,0,113,13,30,4,11,6,11,4,20,6,2,3,7,21
labissk01,Skal Labissière,POWER FORWARD,22,PORTLAND TRAIL BLAZERS,9,63,22.6,0.716,0.105,0.316,8.7,23.2,16.1,11.9,2.3,3.8,15.6,17.2,0.2,0.1,0.3,0.216,1.7,2.4,4.2,0.1labissk01,Skal Labissière,POWER FORWARD,22,PORTLAND TRAIL BLAZERS,9,1,63,13,19,2,2,3,6,5,14,5,3,3,4,8
lambje01,Jeremy Lamb,SHOOTING GUARD,26,CHARLOTTE HORNETS,79,2250,17.3,0.552,0.337,0.266,3.1,18.1,10.4,11.9,1.9,1.2,6.8,22.5,3.3,2.0,5.3,0.113,0.6,-0.6,0.1,1.2lambje01,Jeremy Lamb,SHOOTING GUARD,26,CHARLOTTE HORNETS,79,55,2250,431,979,115,330,231,260,65,369,172,88,32,80,140
lavinza01,Zach LaVine,SHOOTING GUARD,23,CHICAGO BULLS,63,2171,18.7,0.574,0.283,0.33,2.0,12.9,7.4,22.6,1.3,1.0,14.2,30.5,1.7,1.1,2.8,0.062,1.8,-1.7,0.0,1.1lavinza01,Zach LaVine,SHOOTING GUARD,23,CHICAGO BULLS,63,62,2171,530,1135,120,321,312,375,40,254,283,60,26,215,140
laymaja01,Jake Layman,SMALL FORWARD,24,PORTLAND TRAIL BLAZERS,71,1327,13.5,0.594,0.427,0.167,4.6,12.6,8.7,5.6,1.1,1.8,9.2,15.9,1.9,1.2,3.1,0.111,0.4,-0.6,-0.3,0.6laymaja01,Jake Layman,SMALL FORWARD,24,PORTLAND TRAIL BLAZERS,71,33,1327,216,424,59,181,50,71,56,161,53,31,30,46,116
leaftj01,T.J. Leaf,POWER FORWARD,21,INDIANA PACERS,58,522,16.9,0.572,0.169,0.169,9.3,17.1,13.3,6.9,0.8,3.2,5.8,17.5,0.9,0.7,1.6,0.148,-1.0,0.0,-1.0,0.1leaftj01,T.J. Leaf,POWER FORWARD,21,INDIANA PACERS,58,1,522,99,183,8,31,19,31,43,82,24,9,19,12,35
leeco01,Courtney Lee,SHOOTING GUARD,33,NEW YORK KNICKS,12,160,13.7,0.527,0.34,0.298,3.8,14.1,8.8,15.1,2.4,1.1,8.6,15.5,0.2,0.1,0.3,0.087,-1.2,-0.1,-1.3,0.0leeco01,Courtney Lee,SHOOTING GUARD,33,NEW YORK KNICKS,12,2,160,21,47,5,16,9,14,6,21,16,8,2,5,13
leeco01,Courtney Lee,SHOOTING GUARD,33,DALLAS MAVERICKS,22,268,8.3,0.47,0.476,0.085,1.2,9.5,5.4,11.4,2.4,0.3,9.6,15.1,-0.1,0.3,0.2,0.028,-3.3,-0.3,-3.6,-0.1leeco01,Courtney Lee,SHOOTING GUARD,33,DALLAS MAVERICKS,22,4,268,32,82,11,39,5,7,3,24,21,13,1,9,19
leeda03,Damion Lee,SHOOTING GUARD,26,GOLDEN STATE WARRIORS,32,375,11.9,0.578,0.535,0.173,2.4,15.3,9.1,4.5,1.6,0.0,7.4,16.8,0.3,0.4,0.7,0.09,-1.1,-2.5,-3.6,-0.2leeda03,Damion Lee,SHOOTING GUARD,26,GOLDEN STATE WARRIORS,32,0,375,56,127,27,68,19,22,8,56,13,13,0,11,28
lemonwa01,Walt Lemon,POINT GUARD,26,CHICAGO BULLS,6,167,16.3,0.468,0.057,0.126,2.6,15.1,8.8,30.3,3.2,0.5,9.8,26.6,-0.1,0.2,0.1,0.026,-1.5,0.1,-1.4,0.0lemonwa01,Walt Lemon,POINT GUARD,26,CHICAGO BULLS,6,3,167,38,87,2,5,8,11,4,23,30,11,1,10,14
lenal01,Alex Len,CENTER,25,ATLANTA HAWKS,77,1544,17.2,0.575,0.315,0.333,10.5,18.5,14.4,8.6,0.8,3.9,11.5,22.1,2.2,1.0,3.2,0.1,-0.1,-0.8,-0.9,0.4lenal01,Alex Len,CENTER,25,ATLANTA HAWKS,77,31,1544,320,648,74,204,140,216,158,266,86,27,69,97,200
leonaka01,Kawhi Leonard,SMALL FORWARD,27,TORONTO RAPTORS,60,2040,25.8,0.606,0.267,0.377,4.2,18.6,11.6,16.4,2.5,1.0,8.4,30.3,6.1,3.4,9.5,0.224,4.3,0.7,5.0,3.6leonaka01,Kawhi Leonard,SMALL FORWARD,27,TORONTO RAPTORS,60,60,2040,560,1129,112,302,364,426,78,361,199,106,24,121,87
leoname01,Meyers Leonard,CENTER,26,PORTLAND TRAIL BLAZERS,61,878,15.8,0.675,0.459,0.211,6.1,21.8,14.2,11.8,0.7,0.8,14.0,14.8,2.1,0.9,3.0,0.164,1.8,-0.4,1.4,0.8leoname01,Meyers Leonard,CENTER,26,PORTLAND TRAIL BLAZERS,61,2,878,132,242,50,111,43,51,49,184,75,13,9,43,105
leuerjo01,Jon Leuer,POWER FORWARD,29,DETROIT PISTONS,41,402,13.2,0.616,0.097,0.274,7.1,19.8,13.2,5.5,1.5,0.8,15.4,16.1,0.4,0.5,0.9,0.11,-2.9,-0.1,-3.0,-0.1leuerjo01,Jon Leuer,POWER FORWARD,29,DETROIT PISTONS,41,1,402,66,113,1,11,23,31,27,70,14,12,4,23,60
leverca01,Caris LeVert,SMALL FORWARD,24,BROOKLYN NETS,40,1063,14.9,0.509,0.319,0.255,3.5,11.4,7.5,23.2,1.9,1.0,11.4,24.0,0.5,1.2,1.7,0.077,-0.3,0.1,-0.2,0.5leverca01,Caris LeVert,SMALL FORWARD,24,BROOKLYN NETS,40,25,1063,207,483,48,154,85,123,35,116,156,42,14,69,77
lillada01,Damian Lillard,POINT GUARD,28,PORTLAND TRAIL BLAZERS,80,2838,23.7,0.588,0.419,0.335,2.6,11.1,7.0,30.6,1.5,1.0,10.8,29.3,9.7,2.4,12.1,0.205,6.6,-1.1,5.5,5.4lillada01,Damian Lillard,POINT GUARD,28,PORTLAND TRAIL BLAZERS,80,80,2838,681,1533,237,643,468,513,68,303,551,88,34,212,148
linje01,Jeremy Lin,POINT GUARD,30,ATLANTA HAWKS,51,1003,15.9,0.594,0.342,0.435,1.6,11.0,6.2,26.7,1.8,0.6,17.6,22.6,1.5,0.4,1.9,0.092,0.1,-2.4,-2.3,-0.1linje01,Jeremy Lin,POINT GUARD,30,ATLANTA HAWKS,51,1,1003,180,386,44,132,142,168,16,103,181,38,7,98,96
linje01,Jeremy Lin,POINT GUARD,30,TORONTO RAPTORS,23,433,8.2,0.464,0.355,0.271,1.5,13.1,7.5,15.7,1.0,1.1,13.0,19.8,-0.3,0.5,0.2,0.02,-3.9,-0.6,-4.5,-0.3linje01,Jeremy Lin,POINT GUARD,30,TORONTO RAPTORS,23,3,433,58,155,11,55,34,42,6,54,50,9,6,26,48
livinsh01,Shaun Livingston,POINT GUARD,33,GOLDEN STATE WARRIORS,64,967,11.7,0.555,0.01,0.243,4.9,7.9,6.5,14.8,1.5,2.3,14.1,12.0,1.2,0.9,2.0,0.101,-1.9,0.5,-1.5,0.1livinsh01,Shaun Livingston,POINT GUARD,33,GOLDEN STATE WARRIORS,64,0,967,109,210,0,2,40,51,42,75,114,31,27,38,74
loftoza01,Zach Lofton,SHOOTING GUARD,26,DETROIT PISTONS,1,4,-10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.3,0.0,50.0,21.6,-0.1,0.0,0.0,-0.447,-17.0,8.1,-8.9,0.0loftoza01,Zach Lofton,SHOOTING GUARD,26,DETROIT PISTONS,1,0,4,0,1,0,1,0,0,0,0,0,1,0,1,0
looneke01,Kevon Looney,CENTER,22,GOLDEN STATE WARRIORS,80,1481,17.3,0.636,0.029,0.303,14.6,15.4,15.0,10.9,1.5,3.0,11.5,12.8,4.2,1.8,6.0,0.194,1.9,1.8,3.7,2.1looneke01,Kevon Looney,CENTER,22,GOLDEN STATE WARRIORS,80,24,1481,217,347,1,10,65,105,194,223,123,46,53,51,211
lopezbr01,Brook Lopez,CENTER,30,MILWAUKEE BUCKS,81,2322,14.6,0.597,0.651,0.169,1.5,15.0,8.7,5.7,1.0,6.5,8.9,16.7,2.3,4.3,6.7,0.138,-0.2,2.9,2.7,2.8lopezbr01,Brook Lopez,CENTER,30,MILWAUKEE BUCKS,81,81,2322,355,786,187,512,112,133,33,363,98,51,179,82,189
lopezro01,Robin Lopez,CENTER,30,CHICAGO BULLS,74,1606,15.9,0.598,0.058,0.23,9.4,10.0,9.7,8.8,0.3,4.2,14.0,18.6,2.0,0.7,2.7,0.081,-1.0,-0.1,-1.1,0.4lopezro01,Robin Lopez,CENTER,30,CHICAGO BULLS,74,36,1606,304,535,7,31,89,123,140,146,89,11,78,96,124
loveke01,Kevin Love,POWER FORWARD,30,CLEVELAND CAVALIERS,22,598,19.5,0.561,0.519,0.403,5.9,40.0,22.2,12.8,0.5,0.7,11.2,27.4,1.0,0.4,1.3,0.106,0.8,-2.4,-1.7,0.0loveke01,Kevin Love,POWER FORWARD,30,CLEVELAND CAVALIERS,22,21,598,109,283,53,147,103,114,33,206,48,6,5,42,54
lowryky01,Kyle Lowry,POINT GUARD,32,TORONTO RAPTORS,65,2213,16.5,0.562,0.613,0.263,2.1,12.9,7.6,34.8,2.0,1.2,18.1,19.6,3.6,3.0,6.6,0.144,2.5,0.6,3.1,2.8lowryky01,Kyle Lowry,POINT GUARD,32,TORONTO RAPTORS,65,65,2213,304,739,157,453,161,194,41,271,564,91,31,182,166
loydjo01,Jordan Loyd,POINT GUARD,25,TORONTO RAPTORS,12,55,16.3,0.635,0.444,0.611,2.0,15.3,8.8,15.1,0.0,0.0,8.1,19.4,0.2,0.0,0.2,0.19,1.0,-3.0,-2.0,0.0loydjo01,Jordan Loyd,POINT GUARD,25,TORONTO RAPTORS,12,0,55,8,18,4,8,9,11,1,8,6,0,0,2,5
lucaska01,Kalin Lucas,POINT GUARD,29,DETROIT PISTONS,1,6,16.6,0.532,1.0,2.0,0.0,56.7,27.3,20.8,0.0,0.0,0.0,13.5,0.0,0.0,0.0,0.238,-1.0,0.5,-0.6,0.0lucaska01,Kalin Lucas,POINT GUARD,29,DETROIT PISTONS,1,0,6,0,1,0,1,2,2,0,3,1,0,0,0,1
luwawti01,Timothé Luwawu-Cabarrot,SMALL FORWARD,23,OKLAHOMA CITY THUNDER,21,123,3.4,0.383,0.512,0.14,3.3,12.1,7.6,4.2,1.5,0.7,9.9,16.8,-0.2,0.1,-0.1,-0.033,-6.7,-1.8,-8.5,-0.2luwawti01,Timothé Luwawu-Cabarrot,SMALL FORWARD,23,OKLAHOMA CITY THUNDER,21,1,123,13,43,5,22,4,6,4,14,4,4,1,5,14
luwawti01,Timothé Luwawu-Cabarrot,SMALL FORWARD,23,CHICAGO BULLS,29,546,9.0,0.515,0.537,0.2,1.4,14.5,7.9,5.8,1.3,1.1,7.8,16.5,0.0,0.3,0.3,0.026,-2.6,-1.6,-4.2,-0.3luwawti01,Timothé Luwawu-Cabarrot,SMALL FORWARD,23,CHICAGO BULLS,29,6,546,69,175,31,94,27,35,7,72,22,15,7,16,59
lydonty01,Tyler Lydon,POWER FORWARD,22,DENVER NUGGETS,25,94,9.3,0.595,0.556,0.167,8.0,12.7,10.4,8.2,1.0,0.0,17.2,10.6,0.1,0.1,0.2,0.086,-1.4,-1.2,-2.5,0.0lydonty01,Tyler Lydon,POWER FORWARD,22,DENVER NUGGETS,25,0,94,9,18,4,10,1,3,7,11,6,2,0,4,10
lylestr01,Trey Lyles,POWER FORWARD,23,DENVER NUGGETS,64,1120,12.7,0.5,0.404,0.234,4.2,19.6,11.9,11.3,1.3,1.8,11.1,23.4,-0.2,1.4,1.2,0.05,-2.6,-0.7,-3.3,-0.4lylestr01,Trey Lyles,POWER FORWARD,23,DENVER NUGGETS,64,2,1120,207,495,51,200,81,116,44,202,87,30,23,68,93
machasc01,Scott Machado,POINT GUARD,28,LOS ANGELES LAKERS,4,19,22.2,0.776,0.167,0.167,0.0,0.0,0.0,23.5,2.4,0.0,0.0,14.0,0.1,0.0,0.1,0.281,2.4,-6.8,-4.4,0.0machasc01,Scott Machado,POINT GUARD,28,LOS ANGELES LAKERS,4,0,19,4,6,1,1,1,1,0,0,3,1,0,0,2
macksh01,Shelvin Mack,POINT GUARD,28,MEMPHIS GRIZZLIES,53,1204,11.0,0.499,0.329,0.193,1.6,8.0,4.8,23.3,1.9,0.3,12.8,18.0,0.1,1.0,1.1,0.045,-2.2,-1.5,-3.7,-0.5macksh01,Shelvin Mack,POINT GUARD,28,MEMPHIS GRIZZLIES,53,3,1204,161,389,46,128,53,75,18,84,182,45,4,62,81
macksh01,Shelvin Mack,POINT GUARD,28,CHARLOTTE HORNETS,4,42,-6.6,0.251,0.143,0.643,0.0,5.2,2.6,3.0,2.3,0.0,18.2,22.5,-0.3,0.0,-0.3,-0.304,-14.5,-3.0,-17.5,-0.2macksh01,Shelvin Mack,POINT GUARD,28,CHARLOTTE HORNETS,4,0,42,2,14,0,2,5,9,0,2,1,2,0,4,3
maconda01,Daryl Macon,SHOOTING GUARD,23,DALLAS MAVERICKS,8,90,5.5,0.482,0.407,0.259,2.4,11.8,7.1,11.2,0.5,0.0,16.6,17.2,-0.1,0.0,0.0,-0.022,-5.1,-2.1,-7.2,-0.1maconda01,Daryl Macon,SHOOTING GUARD,23,DALLAS MAVERICKS,8,0,90,10,27,5,11,4,7,2,10,7,1,0,6,8
macurjp01,J.P. Macura,SHOOTING GUARD,23,CHARLOTTE HORNETS,2,17,5.7,0.333,0.444,0.0,0.0,19.4,9.5,18.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,-0.11,-6.2,-4.3,-10.5,0.0macurjp01,J.P. Macura,SHOOTING GUARD,23,CHARLOTTE HORNETS,2,0,17,3,9,0,4,0,0,0,3,2,0,0,0,0
mahinia01,Ian Mahinmi,CENTER,32,WASHINGTON WIZARDS,34,498,12.0,0.531,0.154,0.587,10.3,17.7,13.9,6.5,2.4,2.7,13.8,12.9,0.5,0.5,1.0,0.092,-2.3,1.3,-1.0,0.1mahinia01,Ian Mahinmi,CENTER,32,WASHINGTON WIZARDS,34,6,498,47,104,3,16,42,61,48,80,25,25,16,21,84
makerth01,Thon Maker,CENTER,21,MILWAUKEE BUCKS,35,409,12.9,0.546,0.582,0.276,4.5,18.5,11.9,5.8,1.1,3.7,5.7,16.3,0.4,0.7,1.1,0.132,-1.6,0.7,-0.9,0.1makerth01,Thon Maker,CENTER,21,MILWAUKEE BUCKS,35,0,409,59,134,26,78,20,37,17,79,18,10,18,9,55
makerth01,Thon Maker,POWER FORWARD,21,DETROIT PISTONS,29,563,10.2,0.514,0.56,0.351,4.5,16.5,10.3,6.7,1.0,5.0,13.4,13.7,0.1,0.8,0.9,0.075,-3.0,2.5,-0.5,0.2makerth01,Thon Maker,POWER FORWARD,21,DETROIT PISTONS,29,5,563,50,134,23,75,36,47,24,82,27,11,33,24,50
marjabo01,Boban Marjanović,CENTER,30,LOS ANGELES CLIPPERS,36,376,24.9,0.666,0.014,0.679,16.0,26.5,21.4,9.3,1.4,3.6,16.9,24.6,1.2,0.5,1.7,0.217,1.1,0.3,1.4,0.3marjabo01,Boban Marjanović,CENTER,30,LOS ANGELES CLIPPERS,36,9,376,85,140,0,2,72,95,55,97,22,11,17,37,57
marjabo01,Boban Marjanović,CENTER,30,PHILADELPHIA 76ERS,22,305,23.3,0.663,0.067,0.3,11.4,27.3,19.6,17.1,0.8,2.6,13.9,21.7,0.9,0.4,1.3,0.204,1.7,0.7,2.5,0.3marjabo01,Boban Marjanović,CENTER,30,PHILADELPHIA 76ERS,22,3,305,75,120,4,8,26,36,32,81,32,5,10,22,33
markkla01,Lauri Markkanen,POWER FORWARD,21,CHICAGO BULLS,52,1682,17.1,0.553,0.418,0.245,4.7,25.9,15.2,7.2,1.1,1.7,8.8,25.1,1.3,1.5,2.7,0.078,-0.3,-1.6,-1.9,0.0markkla01,Lauri Markkanen,POWER FORWARD,21,CHICAGO BULLS,52,51,1682,342,795,120,332,170,195,74,396,75,37,33,85,122
martija01,Jarell Martin,POWER FORWARD,24,ORLANDO MAGIC,42,328,9.4,0.528,0.548,0.106,3.5,20.5,11.9,7.8,0.4,2.0,9.2,15.9,0.1,0.4,0.5,0.073,-3.1,-0.8,-3.9,-0.2martija01,Jarell Martin,POWER FORWARD,24,ORLANDO MAGIC,42,1,328,43,104,20,57,9,11,11,62,18,3,8,11,51
masonfr01,Frank Mason,POINT GUARD,24,SACRAMENTO KINGS,38,435,12.4,0.502,0.379,0.337,1.4,9.0,5.1,26.3,1.7,0.8,15.6,21.8,0.0,0.3,0.3,0.033,-2.0,-2.5,-4.5,-0.3masonfr01,Frank Mason,POINT GUARD,24,SACRAMENTO KINGS,38,0,435,71,169,14,64,39,57,6,37,84,16,4,36,34
matenya01,Yante Maten,POWER FORWARD,22,MIAMI HEAT,2,13,5.7,0.25,0.25,0.0,8.2,16.4,12.3,0.0,3.8,0.0,0.0,13.2,0.0,0.0,0.0,-0.026,-8.9,-1.7,-10.6,0.0matenya01,Yante Maten,POWER FORWARD,22,MIAMI HEAT,2,0,13,1,4,0,1,0,0,1,2,0,1,0,0,0
matthwe02,Wesley Matthews,SMALL FORWARD,32,DALLAS MAVERICKS,44,1312,11.3,0.556,0.561,0.235,1.6,6.6,4.2,11.6,1.2,0.8,10.1,18.9,1.0,0.8,1.8,0.066,0.1,-1.4,-1.3,0.2matthwe02,Wesley Matthews,SMALL FORWARD,32,DALLAS MAVERICKS,44,44,1312,194,469,100,263,87,110,20,82,100,33,12,58,102
matthwe02,Wesley Matthews,SHOOTING GUARD,32,NEW YORK KNICKS,2,54,2.9,0.33,0.526,0.263,1.9,4.0,2.9,12.9,0.9,1.6,8.6,18.4,-0.1,0.0,-0.1,-0.115,-6.3,-3.4,-9.7,-0.1matthwe02,Wesley Matthews,SHOOTING GUARD,32,NEW YORK KNICKS,2,1,54,4,19,2,10,4,5,1,2,5,1,1,2,2
matthwe02,Wesley Matthews,SHOOTING GUARD,32,INDIANA PACERS,23,725,9.2,0.543,0.619,0.229,1.7,8.1,5.0,10.1,1.3,0.5,11.8,15.8,0.3,0.7,1.0,0.067,-0.5,-0.6,-1.2,0.2matthwe02,Wesley Matthews,SHOOTING GUARD,32,INDIANA PACERS,23,23,725,81,210,48,130,41,48,11,54,55,20,4,31,56
mbahalu01,Luc Mbah a Moute,POWER FORWARD,32,LOS ANGELES CLIPPERS,4,61,6.7,0.495,0.333,0.278,3.6,8.4,6.1,4.5,0.8,1.3,9.0,15.4,0.0,0.0,0.0,0.009,-3.3,-2.1,-5.4,-0.1mbahalu01,Luc Mbah a Moute,POWER FORWARD,32,LOS ANGELES CLIPPERS,4,0,61,8,18,2,6,2,5,2,5,2,1,1,2,8
mccalta01,Tahjere McCall,SHOOTING GUARD,24,BROOKLYN NETS,1,8,9.6,0.581,0.333,0.333,0.0,13.1,6.6,0.0,0.0,0.0,0.0,18.1,0.0,0.0,0.0,0.055,-3.8,-5.9,-9.8,0.0mccalta01,Tahjere McCall,SHOOTING GUARD,24,BROOKLYN NETS,1,0,8,2,3,0,1,0,1,0,1,0,0,0,0,2
mccawpa01,Patrick McCaw,SHOOTING GUARD,23,CLEVELAND CAVALIERS,3,53,-0.7,0.278,0.444,0.0,0.0,6.6,3.1,4.9,1.9,0.0,25.0,9.9,-0.2,0.0,-0.2,-0.137,-8.1,-1.2,-9.3,-0.1mccawpa01,Patrick McCaw,SHOOTING GUARD,23,CLEVELAND CAVALIERS,3,0,53,2,9,1,4,0,0,0,3,2,2,0,3,1
mccawpa01,Patrick McCaw,SHOOTING GUARD,23,TORONTO RAPTORS,26,344,8.7,0.569,0.444,0.278,2.3,11.6,7.1,9.8,2.9,0.5,18.8,9.3,0.2,0.5,0.7,0.096,-2.0,2.1,0.1,0.2mccawpa01,Patrick McCaw,SHOOTING GUARD,23,TORONTO RAPTORS,26,1,344,24,54,8,24,13,15,7,38,27,21,2,14,37
mccolcj01,CJ McCollum,SHOOTING GUARD,27,PORTLAND TRAIL BLAZERS,70,2375,17.0,0.553,0.358,0.154,2.9,9.7,6.3,13.8,1.1,0.9,7.4,25.5,4.0,1.7,5.6,0.114,2.2,-1.9,0.3,1.3mccolcj01,CJ McCollum,SHOOTING GUARD,27,PORTLAND TRAIL BLAZERS,70,70,2375,571,1243,167,445,159,192,62,220,207,55,28,106,172
mccontj01,T.J. McConnell,POINT GUARD,26,PHILADELPHIA 76ERS,76,1470,13.4,0.555,0.1,0.088,2.1,10.2,6.3,24.7,2.5,0.9,17.3,15.0,1.2,1.7,2.9,0.094,-1.7,0.0,-1.6,0.1mccontj01,T.J. McConnell,POINT GUARD,26,PHILADELPHIA 76ERS,76,3,1470,220,419,14,42,29,37,28,146,258,79,17,91,105
mcderdo01,Doug McDermott,SMALL FORWARD,27,INDIANA PACERS,77,1340,11.6,0.617,0.488,0.187,1.4,7.5,4.5,7.1,0.7,0.5,8.4,16.3,1.8,1.1,2.9,0.103,0.0,-2.1,-2.1,0.0mcderdo01,Doug McDermott,SMALL FORWARD,27,INDIANA PACERS,77,1,1340,207,422,84,206,66,79,17,92,67,18,8,42,104
mcgeeja01,JaVale McGee,CENTER,31,LOS ANGELES LAKERS,75,1671,21.8,0.634,0.019,0.237,12.3,22.5,17.5,4.8,1.3,7.3,13.2,20.2,3.0,2.9,5.9,0.171,-0.9,2.8,1.9,1.7mcgeeja01,JaVale McGee,CENTER,31,LOS ANGELES LAKERS,75,62,1671,400,641,1,12,96,152,195,371,52,47,148,108,208
mcgruro01,Rodney McGruder,SHOOTING GUARD,27,MIAMI HEAT,66,1550,9.4,0.51,0.488,0.156,4.1,12.2,8.2,10.3,1.1,0.7,11.5,15.4,0.4,1.6,1.9,0.059,-1.9,-0.1,-2.0,0.0mcgruro01,Rodney McGruder,SHOOTING GUARD,27,MIAMI HEAT,66,45,1550,186,461,79,225,52,72,60,178,112,36,12,64,115
mckinal01,Alfonzo McKinnie,SMALL FORWARD,26,GOLDEN STATE WARRIORS,72,1003,11.2,0.569,0.429,0.175,9.0,16.9,13.1,4.0,0.9,1.3,9.2,13.9,1.2,0.9,2.1,0.1,-0.9,-1.5,-2.5,-0.1mckinal01,Alfonzo McKinnie,SMALL FORWARD,26,GOLDEN STATE WARRIORS,72,5,1003,134,275,42,118,27,48,81,166,31,18,15,30,134
mclembe01,Ben McLemore,SHOOTING GUARD,25,SACRAMENTO KINGS,19,158,10.5,0.541,0.641,0.188,1.9,9.4,5.5,3.4,1.8,1.6,6.7,19.4,0.1,0.1,0.2,0.055,-1.1,-2.6,-3.7,-0.1mclembe01,Ben McLemore,SHOOTING GUARD,25,SACRAMENTO KINGS,19,0,158,25,64,17,41,8,12,3,14,4,6,3,5,22
mcraejo01,Jordan McRae,SHOOTING GUARD,27,WASHINGTON WIZARDS,27,333,14.3,0.55,0.269,0.269,1.9,11.3,6.5,13.2,1.8,1.8,9.4,20.4,0.3,0.2,0.5,0.066,-1.9,-1.8,-3.7,-0.1mcraejo01,Jordan McRae,SHOOTING GUARD,27,WASHINGTON WIZARDS,27,0,333,61,130,10,35,28,35,6,34,30,13,7,15,26
meeksjo01,Jodie Meeks,SHOOTING GUARD,31,TORONTO RAPTORS,8,104,16.0,0.647,0.462,0.026,1.1,11.1,6.2,11.5,0.5,0.8,4.8,17.1,0.2,0.1,0.3,0.153,1.4,-2.2,-0.8,0.0meeksjo01,Jodie Meeks,SHOOTING GUARD,31,TORONTO RAPTORS,8,0,104,21,39,8,18,1,1,1,11,8,1,1,2,5
mejrisa01,Salah Mejri,CENTER,32,DALLAS MAVERICKS,36,399,16.1,0.559,0.304,0.286,9.7,25.3,17.6,13.2,1.2,5.5,14.3,15.8,0.5,0.6,1.1,0.136,-1.6,3.5,1.9,0.4mejrisa01,Salah Mejri,CENTER,32,DALLAS MAVERICKS,36,4,399,55,112,11,34,20,32,36,95,35,10,26,21,55
meltode01,De'Anthony Melton,POINT GUARD,20,PHOENIX SUNS,50,984,9.9,0.466,0.371,0.109,2.8,12.5,7.5,22.3,3.3,1.9,21.8,15.0,-0.8,0.8,0.0,0.002,-3.5,1.0,-2.6,-0.1meltode01,De'Anthony Melton,POINT GUARD,20,PHOENIX SUNS,50,31,984,100,256,29,95,21,28,25,109,159,68,23,75,113
